EMPLOYEE_CODE,COURSE_CODE,TRAINING_DATE,EXPENSE_TYPE_CODE
10627,20001,2020-07-19 00:00:00.0,34
10110,30501,2018-09-20 00:00:00.0,38
10110,31501,2017-06-21 00:00:00.0,38
10110,32001,2018-05-16 00:00:00.0,38
10110,32501,2019-05-22 00:00:00.0,38
10110,33001,2020-06-18 00:00:00.0,38
10111,31501,2017-06-21 00:00:00.0,38
10111,32001,2018-05-16 00:00:00.0,38
10111,32501,2019-05-22 00:00:00.0,38
10111,33001,2020-06-18 00:00:00.0,38
10112,15501,2020-04-03 00:00:00.0,34
10112,16001,2020-04-23 00:00:00.0,34
10112,17501,2020-07-11 00:00:00.0,34
10112,18501,2020-05-14 00:00:00.0,38
10112,19501,2020-07-18 00:00:00.0,38
10112,20001,2020-04-12 00:00:00.0,34
10112,33001,2020-06-18 00:00:00.0,38
10113,14501,2019-09-25 00:00:00.0,38
10113,15501,2019-02-06 00:00:00.0,34
10113,18501,2019-03-17 00:00:00.0,38
10113,19501,2019-05-16 00:00:00.0,38
10113,20001,2019-02-15 00:00:00.0,34
10113,24501,2019-02-21 00:00:00.0,38
10113,25001,2019-09-06 00:00:00.0,38
10113,25501,2020-07-10 00:00:00.0,38
10113,26001,2019-11-16 00:00:00.0,38
10113,32501,2019-04-17 00:00:00.0,38
10113,33001,2020-04-16 00:00:00.0,38
10114,24501,2018-06-20 00:00:00.0,38
10114,25001,2018-07-20 00:00:00.0,38
10114,25501,2018-08-22 00:00:00.0,38
10114,30501,2018-09-20 00:00:00.0,38
10114,31501,2017-06-21 00:00:00.0,38
10114,32001,2018-05-16 00:00:00.0,38
10114,32501,2019-05-22 00:00:00.0,38
10114,33001,2020-06-18 00:00:00.0,38
10115,24501,2018-06-20 00:00:00.0,38
10115,25001,2018-07-20 00:00:00.0,38
10115,25501,2018-08-22 00:00:00.0,38
10115,31501,2017-06-21 00:00:00.0,38
10115,32001,2018-05-16 00:00:00.0,38
10115,32501,2019-05-22 00:00:00.0,38
10115,33001,2020-06-18 00:00:00.0,38
10116,13001,2017-10-21 00:00:00.0,35
10116,14501,2018-03-22 00:00:00.0,38
10116,15501,2017-08-05 00:00:00.0,34
10116,18501,2017-09-13 00:00:00.0,38
10116,19001,2017-08-24 00:00:00.0,34
10116,19501,2017-11-12 00:00:00.0,38
10116,20001,2017-08-16 00:00:00.0,34
10116,30001,2017-08-30 00:00:00.0,37
10117,14501,2019-08-14 00:00:00.0,38
10117,15501,2018-12-27 00:00:00.0,34
10117,16001,2019-01-16 00:00:00.0,34
10117,17501,2019-04-05 00:00:00.0,34
10117,18501,2019-02-06 00:00:00.0,38
10628,15501,2020-03-07 00:00:00.0,34
10628,16501,2020-03-26 00:00:00.0,34
10628,18501,2020-04-16 00:00:00.0,38
10628,19501,2020-06-14 00:00:00.0,38
10628,20001,2020-03-16 00:00:00.0,34
10628,22001,2020-05-23 00:00:00.0,34
10535,11001,2018-08-18 00:00:00.0,37
10535,14501,2019-03-13 00:00:00.0,38
10535,15501,2018-07-25 00:00:00.0,34
10535,16501,2018-08-15 00:00:00.0,34
10535,18501,2018-09-02 00:00:00.0,38
10535,19501,2018-11-08 00:00:00.0,38
10535,20001,2018-08-03 00:00:00.0,34
10535,23501,2018-11-01 00:00:00.0,34
10536,11001,2018-10-10 00:00:00.0,37
10536,14501,2019-05-01 00:00:00.0,38
10536,15501,2018-09-13 00:00:00.0,34
10536,16501,2018-10-17 00:00:00.0,34
10536,18501,2018-10-24 00:00:00.0,38
10536,19501,2018-12-28 00:00:00.0,38
10536,20001,2018-09-22 00:00:00.0,34
10536,23501,2018-12-21 00:00:00.0,34
10537,11001,2020-03-19 00:00:00.0,37
10537,15501,2020-02-22 00:00:00.0,34
10537,16501,2020-03-13 00:00:00.0,34
10537,18501,2020-04-02 00:00:00.0,38
10537,19501,2020-06-08 00:00:00.0,38
10537,20001,2020-03-05 00:00:00.0,34
10537,23501,2020-06-01 00:00:00.0,34
10539,10001,2020-03-14 00:00:00.0,34
10539,14501,2017-02-04 00:00:00.0,38
10539,21001,2017-03-25 00:00:00.0,34
10541,14501,2017-06-23 00:00:00.0,38
10541,19501,2017-02-16 00:00:00.0,38
10542,19501,2019-09-12 00:00:00.0,38
10542,24501,2020-02-13 00:00:00.0,38
10542,25001,2020-04-10 00:00:00.0,38
10542,26001,2019-03-10 00:00:00.0,38
10542,33001,2020-05-21 00:00:00.0,38
10543,15501,2020-06-27 00:00:00.0,34
10543,16501,2020-07-16 00:00:00.0,34
10543,20001,2020-07-06 00:00:00.0,34
10544,24501,2018-11-21 00:00:00.0,38
10544,25001,2018-12-20 00:00:00.0,38
10544,25501,2019-01-20 00:00:00.0,38
10544,31501,2017-05-17 00:00:00.0,38
10544,32001,2018-04-18 00:00:00.0,38
10544,32501,2019-04-17 00:00:00.0,38
10544,33001,2020-05-21 00:00:00.0,38
10545,14501,2017-01-20 00:00:00.0,38
10545,24501,2018-11-21 00:00:00.0,38
10545,25001,2018-12-20 00:00:00.0,38
10545,25501,2019-01-20 00:00:00.0,38
10545,31501,2017-05-17 00:00:00.0,38
10587,19501,2020-02-22 00:00:00.0,38
10587,20001,2019-11-24 00:00:00.0,34
10587,25001,2020-04-10 00:00:00.0,38
10587,26001,2019-11-14 00:00:00.0,38
10587,30001,2019-11-08 00:00:00.0,37
10587,33001,2020-05-21 00:00:00.0,38
10588,14501,2017-02-02 00:00:00.0,38
10589,14501,2018-08-03 00:00:00.0,38
10589,15501,2017-12-17 00:00:00.0,34
10589,16001,2018-01-05 00:00:00.0,34
10589,17501,2018-03-28 00:00:00.0,34
10589,18501,2018-01-25 00:00:00.0,38
10589,19501,2018-04-04 00:00:00.0,38
10589,20001,2017-12-27 00:00:00.0,34
10589,24501,2018-11-21 00:00:00.0,38
10589,25001,2018-12-20 00:00:00.0,38
10589,26501,2019-01-16 00:00:00.0,38
10589,32001,2018-04-18 00:00:00.0,38
10589,32501,2019-04-17 00:00:00.0,38
10589,33001,2020-05-21 00:00:00.0,38
10590,24501,2018-11-21 00:00:00.0,38
10590,25001,2018-12-20 00:00:00.0,38
10590,25501,2019-01-20 00:00:00.0,38
10590,31501,2017-05-17 00:00:00.0,38
10590,32001,2018-04-18 00:00:00.0,38
10590,32501,2019-04-17 00:00:00.0,38
10590,33001,2020-05-21 00:00:00.0,38
10591,14501,2019-02-27 00:00:00.0,38
10591,15501,2018-07-12 00:00:00.0,34
10591,16001,2018-08-01 00:00:00.0,34
10591,17501,2018-10-19 00:00:00.0,34
10591,18501,2018-08-22 00:00:00.0,38
10591,19501,2018-10-26 00:00:00.0,38
10591,20001,2018-07-21 00:00:00.0,34
10591,24501,2018-11-21 00:00:00.0,38
10591,25001,2018-12-20 00:00:00.0,38
10591,25501,2019-01-20 00:00:00.0,38
10591,30501,2019-02-20 00:00:00.0,38
10591,32501,2019-04-17 00:00:00.0,38
10591,33001,2020-05-21 00:00:00.0,38
10592,10001,2020-03-14 00:00:00.0,34
10592,14501,2017-05-10 00:00:00.0,38
10592,19501,2017-01-01 00:00:00.0,38
10592,21001,2017-06-29 00:00:00.0,34
10593,14501,2017-12-13 00:00:00.0,38
10593,15501,2017-04-27 00:00:00.0,34
10593,18501,2017-06-07 00:00:00.0,38
10593,19501,2017-08-04 00:00:00.0,38
10593,20001,2017-05-06 00:00:00.0,34
10593,22001,2017-07-13 00:00:00.0,34
10593,22501,2018-01-31 00:00:00.0,34
10594,13001,2018-03-28 00:00:00.0,35
10594,14501,2018-08-29 00:00:00.0,38
10594,15501,2018-01-10 00:00:00.0,34
10594,18501,2018-02-18 00:00:00.0,38
10336,13501,2020-03-19 00:00:00.0,34
10336,15001,2020-03-23 00:00:00.0,37
10336,15501,2020-02-27 00:00:00.0,34
10336,18501,2020-04-09 00:00:00.0,38
10336,19501,2020-06-27 00:00:00.0,38
10336,20001,2020-03-08 00:00:00.0,34
10336,23001,2020-06-20 00:00:00.0,34
10337,13501,2017-02-02 00:00:00.0,34
10081,14501,2017-04-05 00:00:00.0,38
10083,15501,2020-03-30 00:00:00.0,34
10083,16001,2020-04-18 00:00:00.0,34
10083,17501,2020-07-09 00:00:00.0,34
10083,18501,2020-05-08 00:00:00.0,38
10083,19501,2020-07-16 00:00:00.0,38
10083,20001,2020-04-09 00:00:00.0,34
10083,33001,2020-05-21 00:00:00.0,38
10085,24501,2018-10-20 00:00:00.0,38
10085,25001,2018-11-21 00:00:00.0,38
10085,25501,2018-12-20 00:00:00.0,38
10085,30501,2019-01-20 00:00:00.0,38
10085,31501,2017-05-17 00:00:00.0,38
10085,32001,2018-04-18 00:00:00.0,38
10085,32501,2019-04-17 00:00:00.0,38
10085,33001,2020-05-21 00:00:00.0,38
10087,31501,2017-05-17 00:00:00.0,38
10087,32001,2018-04-18 00:00:00.0,38
10087,32501,2019-04-17 00:00:00.0,38
10087,33001,2020-05-21 00:00:00.0,38
10424,13001,2020-04-09 00:00:00.0,35
10424,15501,2020-01-26 00:00:00.0,34
10424,18501,2020-03-06 00:00:00.0,38
10424,19501,2020-05-14 00:00:00.0,38
10424,20001,2020-02-05 00:00:00.0,34
10424,21501,2020-05-07 00:00:00.0,35
10425,15501,2020-03-27 00:00:00.0,34
10425,16501,2020-04-16 00:00:00.0,34
10425,18501,2020-05-07 00:00:00.0,38
10425,19501,2020-07-04 00:00:00.0,38
10425,20001,2020-04-05 00:00:00.0,34
10426,10001,2019-01-09 00:00:00.0,34
10426,14501,2019-08-07 00:00:00.0,38
10426,15501,2018-12-19 00:00:00.0,34
10426,18501,2019-01-27 00:00:00.0,38
10426,19501,2019-03-28 00:00:00.0,38
10426,20001,2018-12-28 00:00:00.0,34
10426,20501,2019-03-06 00:00:00.0,34
10426,21001,2019-09-25 00:00:00.0,34
10427,10001,2020-03-14 00:00:00.0,34
10427,14501,2020-07-11 00:00:00.0,38
10427,21001,2019-03-15 00:00:00.0,34
10428,10001,2019-07-17 00:00:00.0,34
10428,14501,2020-02-12 00:00:00.0,38
10428,15501,2019-06-28 00:00:00.0,34
10428,18501,2019-08-07 00:00:00.0,38
10428,19501,2019-10-05 00:00:00.0,38
10428,20001,2019-07-07 00:00:00.0,34
10428,20501,2019-09-13 00:00:00.0,34
10428,21001,2020-04-03 00:00:00.0,34
10429,10501,2019-03-28 00:00:00.0,35
10429,13001,2019-05-25 00:00:00.0,35
10429,14501,2019-10-24 00:00:00.0,38
10429,15501,2019-03-09 00:00:00.0,34
10429,18501,2019-04-17 00:00:00.0,38
10429,19501,2019-06-16 00:00:00.0,38
10429,20001,2019-03-20 00:00:00.0,34
10429,21501,2019-06-12 00:00:00.0,35
10430,13001,2017-01-05 00:00:00.0,35
10430,14501,2017-06-07 00:00:00.0,38
10430,19501,2017-02-03 00:00:00.0,38
10430,21501,2017-01-27 00:00:00.0,35
10431,15501,2019-02-10 00:00:00.0,34
10431,18501,2019-03-21 00:00:00.0,38
10431,19501,2019-05-29 00:00:00.0,38
10431,21501,2019-05-22 00:00:00.0,35
10432,10501,2020-04-10 00:00:00.0,35
10432,15501,2020-03-22 00:00:00.0,34
10432,18501,2020-04-30 00:00:00.0,38
10432,19501,2020-06-29 00:00:00.0,38
10432,20001,2020-04-02 00:00:00.0,34
10432,21501,2020-06-25 00:00:00.0,35
10433,15501,2020-04-09 00:00:00.0,34
10433,16501,2020-04-30 00:00:00.0,34
10463,33001,2020-06-18 00:00:00.0,38
10464,14501,2018-08-29 00:00:00.0,38
10464,15501,2018-01-12 00:00:00.0,34
10464,16001,2018-01-31 00:00:00.0,34
10464,17501,2018-04-18 00:00:00.0,34
10464,18501,2018-02-21 00:00:00.0,38
10464,19501,2018-04-21 00:00:00.0,38
10464,20001,2018-01-21 00:00:00.0,34
10464,24501,2018-06-20 00:00:00.0,38
10464,26501,2018-07-20 00:00:00.0,38
10464,32001,2018-05-16 00:00:00.0,38
10464,32501,2019-05-22 00:00:00.0,38
10464,33001,2020-06-18 00:00:00.0,38
10465,14501,2018-09-13 00:00:00.0,38
10465,15501,2018-01-27 00:00:00.0,34
10465,16001,2018-02-15 00:00:00.0,34
10465,17501,2018-05-02 00:00:00.0,34
10465,18501,2018-03-07 00:00:00.0,38
10465,19501,2018-05-06 00:00:00.0,38
10465,20001,2018-02-07 00:00:00.0,34
10465,24501,2018-06-20 00:00:00.0,38
10465,26501,2018-07-20 00:00:00.0,38
10465,32001,2018-05-16 00:00:00.0,38
10465,32501,2019-05-22 00:00:00.0,38
10465,33001,2020-06-18 00:00:00.0,38
10466,14501,2019-09-04 00:00:00.0,38
10466,15501,2019-01-02 00:00:00.0,34
10466,16001,2019-01-23 00:00:00.0,34
10466,17501,2019-04-11 00:00:00.0,34
10466,18501,2019-02-10 00:00:00.0,38
10466,19501,2019-04-18 00:00:00.0,38
10466,20001,2019-01-11 00:00:00.0,34
10466,24501,2019-07-20 00:00:00.0,38
10466,26501,2019-08-28 00:00:00.0,38
10466,32501,2019-05-22 00:00:00.0,38
10466,33001,2020-06-18 00:00:00.0,38
10468,14501,2017-03-10 00:00:00.0,38
10468,24501,2018-06-20 00:00:00.0,38
10468,25001,2018-07-20 00:00:00.0,38
10468,25501,2018-08-22 00:00:00.0,38
10468,31501,2017-06-21 00:00:00.0,38
10468,32001,2018-05-16 00:00:00.0,38
10468,32501,2019-05-22 00:00:00.0,38
10468,33001,2020-06-18 00:00:00.0,38
10469,24501,2018-06-20 00:00:00.0,38
10469,25001,2018-07-20 00:00:00.0,38
10469,25501,2018-08-22 00:00:00.0,38
10469,30501,2018-09-20 00:00:00.0,38
10469,31501,2017-06-21 00:00:00.0,38
10469,32001,2018-05-16 00:00:00.0,38
10469,32501,2019-05-22 00:00:00.0,38
10469,33001,2020-06-18 00:00:00.0,38
10470,24501,2018-06-20 00:00:00.0,38
10470,25001,2018-07-20 00:00:00.0,38
10470,25501,2018-08-22 00:00:00.0,38
10545,32001,2018-04-18 00:00:00.0,38
10545,32501,2019-04-17 00:00:00.0,38
10292,19501,2020-06-12 00:00:00.0,38
10292,20001,2020-03-14 00:00:00.0,34
10292,22001,2020-05-21 00:00:00.0,34
10293,10001,2020-03-14 00:00:00.0,34
10293,14501,2017-02-18 00:00:00.0,38
10293,21001,2017-04-08 00:00:00.0,34
10294,11001,2018-02-21 00:00:00.0,37
10294,14501,2018-09-14 00:00:00.0,38
10294,15501,2018-01-28 00:00:00.0,34
10294,16501,2018-02-16 00:00:00.0,34
10294,18501,2018-03-08 00:00:00.0,38
10294,19501,2018-05-16 00:00:00.0,38
10294,20001,2018-02-07 00:00:00.0,34
10294,23501,2018-05-09 00:00:00.0,34
10295,14501,2017-05-26 00:00:00.0,38
10295,19501,2017-01-26 00:00:00.0,38
10295,23501,2017-01-19 00:00:00.0,34
10489,15501,2020-05-21 00:00:00.0,34
10489,16001,2020-06-11 00:00:00.0,34
10489,18501,2020-06-29 00:00:00.0,38
10489,20001,2020-05-30 00:00:00.0,34
10490,14501,2017-04-26 00:00:00.0,38
10490,24501,2018-05-20 00:00:00.0,38
10490,26501,2018-06-20 00:00:00.0,38
10490,31501,2017-04-20 00:00:00.0,38
10490,32001,2018-03-21 00:00:00.0,38
10490,32501,2019-03-20 00:00:00.0,38
10490,33001,2020-04-16 00:00:00.0,38
10491,14501,2017-09-15 00:00:00.0,38
10491,15501,2017-01-30 00:00:00.0,34
10491,16001,2017-02-18 00:00:00.0,34
10491,17501,2017-05-10 00:00:00.0,34
10491,18501,2017-03-09 00:00:00.0,38
10491,19501,2017-05-17 00:00:00.0,38
10491,20001,2017-02-09 00:00:00.0,34
10491,24501,2018-05-20 00:00:00.0,38
10491,26501,2018-06-20 00:00:00.0,38
10491,31501,2017-04-20 00:00:00.0,38
10491,32001,2018-03-21 00:00:00.0,38
10491,32501,2019-03-20 00:00:00.0,38
10491,33001,2020-04-16 00:00:00.0,38
10492,13001,2020-04-10 00:00:00.0,35
10492,15501,2020-01-23 00:00:00.0,34
10492,18501,2020-03-05 00:00:00.0,38
10492,19001,2020-02-26 00:00:00.0,34
10492,19501,2020-05-02 00:00:00.0,38
10492,20001,2020-02-01 00:00:00.0,34
10492,30001,2020-02-19 00:00:00.0,37
10493,13001,2017-12-22 00:00:00.0,35
10493,14501,2018-05-23 00:00:00.0,38
10493,15501,2017-10-06 00:00:00.0,34
10493,18501,2017-11-15 00:00:00.0,38
10493,19001,2017-10-25 00:00:00.0,34
10493,19501,2018-01-13 00:00:00.0,38
10493,20001,2017-10-15 00:00:00.0,34
10493,30001,2017-11-01 00:00:00.0,37
10495,10501,2020-05-14 00:00:00.0,35
10495,13001,2020-07-09 00:00:00.0,35
10495,15501,2020-04-23 00:00:00.0,34
10495,18501,2020-06-01 00:00:00.0,38
10495,20001,2020-05-02 00:00:00.0,34
10495,21501,2020-07-31 00:00:00.0,35
10496,15501,2020-07-05 00:00:00.0,34
10496,20001,2020-07-16 00:00:00.0,34
10497,10501,2019-12-25 00:00:00.0,35
10497,13001,2020-02-20 00:00:00.0,35
10497,14501,2020-07-23 00:00:00.0,38
10497,15501,2019-12-05 00:00:00.0,34
10497,18501,2020-01-15 00:00:00.0,38
10497,19501,2020-03-21 00:00:00.0,38
10497,20001,2019-12-14 00:00:00.0,34
10497,21501,2020-03-14 00:00:00.0,35
10136,16501,2017-12-08 00:00:00.0,34
10136,18501,2017-12-28 00:00:00.0,38
10136,19501,2018-02-28 00:00:00.0,38
10136,20001,2017-11-29 00:00:00.0,34
10137,10501,2017-08-23 00:00:00.0,35
10137,13001,2017-10-18 00:00:00.0,35
10137,14501,2018-03-21 00:00:00.0,38
10137,15501,2017-08-02 00:00:00.0,34
10137,18501,2017-09-10 00:00:00.0,38
10137,19501,2017-11-16 00:00:00.0,38
10137,20001,2017-08-11 00:00:00.0,34
10137,21501,2017-11-09 00:00:00.0,35
10138,21001,2017-02-11 00:00:00.0,34
10139,14501,2019-05-22 00:00:00.0,38
10139,15501,2018-10-04 00:00:00.0,34
10139,18501,2018-11-14 00:00:00.0,38
10139,19501,2019-01-11 00:00:00.0,38
10139,20001,2018-10-13 00:00:00.0,34
10139,24501,2019-02-21 00:00:00.0,38
10139,25001,2019-09-06 00:00:00.0,38
10139,25501,2020-07-10 00:00:00.0,38
10139,26001,2019-11-16 00:00:00.0,38
10139,32501,2019-04-17 00:00:00.0,38
10139,33001,2020-04-16 00:00:00.0,38
10140,19501,2020-02-13 00:00:00.0,38
10140,24501,2019-02-21 00:00:00.0,38
10140,25001,2019-09-06 00:00:00.0,38
10140,25501,2020-07-10 00:00:00.0,38
10140,26001,2019-11-16 00:00:00.0,38
10140,33001,2020-04-16 00:00:00.0,38
10141,14501,2019-12-18 00:00:00.0,38
10141,15501,2019-05-03 00:00:00.0,34
10141,17001,2019-05-22 00:00:00.0,34
10141,18501,2019-06-12 00:00:00.0,38
10141,19501,2019-08-10 00:00:00.0,38
10141,20001,2019-05-12 00:00:00.0,34
10142,14501,2017-01-12 00:00:00.0,38
10142,15001,2019-09-14 00:00:00.0,37
10142,19501,2019-03-09 00:00:00.0,38
10645,20001,2018-05-18 00:00:00.0,34
10645,23001,2018-08-30 00:00:00.0,34
10646,10501,2018-05-09 00:00:00.0,35
10646,14501,2017-02-09 00:00:00.0,38
10647,13501,2019-05-26 00:00:00.0,34
10647,14501,2017-02-18 00:00:00.0,38
10647,15001,2019-02-15 00:00:00.0,37
10647,18501,2019-04-12 00:00:00.0,38
10647,20001,2020-04-06 00:00:00.0,34
10647,23001,2020-02-15 00:00:00.0,34
10648,13501,2017-02-23 00:00:00.0,34
10648,14001,2019-09-14 00:00:00.0,35
10648,14501,2017-09-20 00:00:00.0,38
10648,15001,2017-02-26 00:00:00.0,37
10393,19501,2017-05-12 00:00:00.0,38
10393,20001,2017-02-12 00:00:00.0,34
10393,21501,2019-01-24 00:00:00.0,35
10395,14501,2017-11-08 00:00:00.0,38
10395,15501,2017-03-23 00:00:00.0,34
10395,18501,2017-05-03 00:00:00.0,38
10395,19501,2017-06-30 00:00:00.0,38
10395,20001,2017-04-01 00:00:00.0,34
10395,24501,2019-02-21 00:00:00.0,38
10395,25001,2019-09-06 00:00:00.0,38
10395,25501,2020-07-10 00:00:00.0,38
10395,26001,2019-11-16 00:00:00.0,38
10395,32501,2019-04-17 00:00:00.0,38
10190,33001,2020-04-16 00:00:00.0,38
10191,27501,2017-07-20 00:00:00.0,35
10191,28001,2018-08-22 00:00:00.0,35
10191,28501,2019-08-21 00:00:00.0,35
10191,29001,2020-07-16 00:00:00.0,35
10192,27501,2017-07-20 00:00:00.0,35
10192,28001,2018-08-22 00:00:00.0,35
10192,28501,2019-08-21 00:00:00.0,35
10192,29001,2020-07-16 00:00:00.0,35
10193,27501,2017-07-20 00:00:00.0,35
10193,28001,2018-08-22 00:00:00.0,35
10193,28501,2019-08-21 00:00:00.0,35
10193,29001,2020-07-16 00:00:00.0,35
10194,27501,2017-07-20 00:00:00.0,35
10194,28001,2018-08-22 00:00:00.0,35
10194,28501,2019-08-21 00:00:00.0,35
10194,29001,2020-07-16 00:00:00.0,35
10195,27501,2017-07-20 00:00:00.0,35
10195,28001,2018-08-22 00:00:00.0,35
10195,28501,2019-08-21 00:00:00.0,35
10195,29001,2020-07-16 00:00:00.0,35
10196,27501,2017-07-20 00:00:00.0,35
10196,28001,2018-08-22 00:00:00.0,35
10196,28501,2019-08-21 00:00:00.0,35
10196,29001,2020-07-16 00:00:00.0,35
10197,10501,2017-11-15 00:00:00.0,35
10197,13001,2018-01-12 00:00:00.0,35
10197,14501,2018-06-13 00:00:00.0,38
10197,15501,2017-10-27 00:00:00.0,34
10197,18501,2017-12-06 00:00:00.0,38
10197,19501,2018-02-03 00:00:00.0,38
10197,20001,2017-11-05 00:00:00.0,34
10197,21501,2018-01-31 00:00:00.0,35
10197,23501,2017-11-22 00:00:00.0,37
10202,10501,2017-03-29 00:00:00.0,35
10202,13001,2017-05-24 00:00:00.0,35
10202,14501,2017-10-25 00:00:00.0,38
10202,15501,2017-03-08 00:00:00.0,34
10202,18501,2017-04-16 00:00:00.0,38
10202,19501,2017-06-22 00:00:00.0,38
10202,20001,2017-03-17 00:00:00.0,34
10202,21501,2017-06-15 00:00:00.0,35
10059,25001,2018-07-20 00:00:00.0,38
10059,25501,2018-08-22 00:00:00.0,38
10059,30501,2018-09-20 00:00:00.0,38
10059,31501,2017-05-17 00:00:00.0,38
10059,32001,2018-04-18 00:00:00.0,38
10059,32501,2019-04-17 00:00:00.0,38
10059,33001,2020-05-21 00:00:00.0,38
10060,24501,2018-06-20 00:00:00.0,38
10060,25001,2018-07-20 00:00:00.0,38
10060,31501,2017-05-17 00:00:00.0,38
10060,32001,2018-04-18 00:00:00.0,38
10060,32501,2019-04-17 00:00:00.0,38
10060,33001,2020-05-21 00:00:00.0,38
10061,31501,2017-05-17 00:00:00.0,38
10061,32001,2018-04-18 00:00:00.0,38
10061,32501,2019-04-17 00:00:00.0,38
10061,33001,2020-05-21 00:00:00.0,38
10065,31501,2017-05-17 00:00:00.0,38
10065,32001,2018-04-18 00:00:00.0,38
10065,32501,2019-04-17 00:00:00.0,38
10065,33001,2020-05-21 00:00:00.0,38
10067,10001,2017-04-12 00:00:00.0,34
10067,10501,2019-04-12 00:00:00.0,35
10067,14501,2017-11-08 00:00:00.0,38
10067,15501,2017-03-24 00:00:00.0,34
10067,18501,2017-05-03 00:00:00.0,38
10067,19501,2017-07-01 00:00:00.0,38
10067,20001,2017-04-02 00:00:00.0,34
10067,20501,2017-06-09 00:00:00.0,34
10067,21001,2017-12-28 00:00:00.0,34
10067,21501,2019-07-03 00:00:00.0,35
10068,14501,2018-08-29 00:00:00.0,38
10068,15501,2018-01-12 00:00:00.0,34
10068,16001,2018-01-31 00:00:00.0,34
10068,17501,2018-04-25 00:00:00.0,34
10214,19501,2018-01-14 00:00:00.0,38
10214,20001,2017-10-18 00:00:00.0,34
10214,22001,2017-12-23 00:00:00.0,34
10214,22501,2018-07-13 00:00:00.0,34
10215,10501,2017-06-28 00:00:00.0,35
10215,14501,2018-01-24 00:00:00.0,38
10215,15501,2017-06-08 00:00:00.0,34
10109,19501,2017-04-12 00:00:00.0,38
10109,20001,2017-01-05 00:00:00.0,34
10109,24501,2018-06-20 00:00:00.0,38
10109,25001,2018-07-20 00:00:00.0,38
10109,25501,2018-08-22 00:00:00.0,38
10109,31501,2017-06-21 00:00:00.0,38
10109,32001,2018-05-16 00:00:00.0,38
10109,32501,2019-05-22 00:00:00.0,38
10109,33001,2020-06-18 00:00:00.0,38
10110,24501,2018-06-20 00:00:00.0,38
10110,25001,2018-07-20 00:00:00.0,38
10110,25501,2018-08-22 00:00:00.0,38
10771,19001,2018-06-06 00:00:00.0,34
10771,19501,2018-08-10 00:00:00.0,38
10771,20001,2018-05-12 00:00:00.0,34
10771,30001,2018-05-30 00:00:00.0,37
10772,14501,2018-12-26 00:00:00.0,38
10772,15501,2018-05-10 00:00:00.0,34
10772,17001,2018-05-30 00:00:00.0,34
10772,18501,2018-06-20 00:00:00.0,38
10772,19501,2018-08-17 00:00:00.0,38
10772,20001,2018-05-19 00:00:00.0,34
10773,15501,2020-02-23 00:00:00.0,34
10773,16001,2020-03-14 00:00:00.0,34
10773,18501,2020-04-03 00:00:00.0,38
10773,20001,2020-03-05 00:00:00.0,34
10774,14501,2018-12-19 00:00:00.0,38
10774,15501,2018-05-02 00:00:00.0,34
10774,18501,2018-06-10 00:00:00.0,38
10774,19501,2018-08-09 00:00:00.0,38
10774,20001,2018-05-11 00:00:00.0,34
10774,24501,2019-09-07 00:00:00.0,38
10774,25001,2019-11-15 00:00:00.0,38
10774,25501,2020-02-14 00:00:00.0,38
10774,26001,2019-02-23 00:00:00.0,38
10774,33001,2020-04-16 00:00:00.0,38
10775,14501,2019-01-02 00:00:00.0,38
10775,15501,2018-05-16 00:00:00.0,34
10775,16501,2018-06-06 00:00:00.0,34
10775,18501,2018-06-24 00:00:00.0,38
10775,19501,2018-08-23 00:00:00.0,38
10775,20001,2018-05-25 00:00:00.0,34
10775,22001,2018-08-01 00:00:00.0,34
10775,22501,2019-02-20 00:00:00.0,34
10776,13501,2018-03-28 00:00:00.0,34
10776,14501,2018-10-24 00:00:00.0,38
10776,15001,2018-04-04 00:00:00.0,37
10776,15501,2018-03-09 00:00:00.0,34
10776,18501,2018-04-18 00:00:00.0,38
10776,19501,2018-07-07 00:00:00.0,38
10776,20001,2018-03-18 00:00:00.0,34
10776,23001,2018-06-30 00:00:00.0,34
10777,11001,2017-02-16 00:00:00.0,37
10777,14501,2017-09-06 00:00:00.0,38
10777,15501,2017-01-21 00:00:00.0,34
10777,16501,2017-02-09 00:00:00.0,34
10777,18501,2017-03-01 00:00:00.0,38
10777,19501,2017-05-06 00:00:00.0,38
10777,20001,2017-01-30 00:00:00.0,34
10777,23501,2017-04-29 00:00:00.0,34
10778,14501,2017-02-23 00:00:00.0,38
10779,24501,2018-11-21 00:00:00.0,38
10779,26501,2019-01-16 00:00:00.0,38
10779,31501,2017-05-17 00:00:00.0,38
10779,32001,2018-04-18 00:00:00.0,38
10779,32501,2019-04-17 00:00:00.0,38
10780,14501,2018-10-17 00:00:00.0,38
10527,19501,2018-05-06 00:00:00.0,38
10527,20001,2018-02-07 00:00:00.0,34
10527,24501,2018-10-20 00:00:00.0,38
10527,25001,2018-11-21 00:00:00.0,38
10527,25501,2018-12-20 00:00:00.0,38
10527,32001,2018-04-18 00:00:00.0,38
10527,32501,2019-04-17 00:00:00.0,38
10527,33001,2020-05-21 00:00:00.0,38
10528,15501,2020-07-09 00:00:00.0,34
10528,19501,2020-07-12 00:00:00.0,38
10528,20001,2020-07-18 00:00:00.0,34
10529,14501,2017-07-26 00:00:00.0,38
10529,17501,2017-03-16 00:00:00.0,34
