CURRENT_YEAR,EMPLOYEE_CODE,POSITION_CODE,DEPARTMENT_CODE,DAYS_WITH_COMPANY,COMMUTE_TIME,AGE_BEGIN_PERIOD,GENDER_CODE,ATTRITION,PERIOD_TOTAL_DAYS,STARTING_SALARY,ENDING_SALARY,NB_INCREASES,BONUS,NB_BONUS,VACATION_DAYS_TAKEN,SICK_DAYS_TAKEN,PROMOTIONS,NB_MANAGERS,DAYS_IN_POSITION,DAYS_SINCE_LAST_RAISE,RANKING_CODE,OVERTIME,DBLOVERTIME,TRAVEL,NUMBER_OF_CLASSES
2017,10648,4800,360,330,11,27,0,0,330,24200.00,24200.00,0,0.0,0,0.0,8.5,0,1,330,330,3,42.5,7.96125,0.0,8
2017,10326,3400,380,365,33,22,1,0,330,22000.00,23000.00,1,0.0,0,5.0,15.5,0,1,365,0,3,3.875,0.0,0.0,7
2020,10365,1400,380,3650,35,42,0,0,180,165230.77,168923.08,1,0.0,0,7.0,7.5,0,1,3650,0,3,0.0,0.0,0.0,1
2020,10161,5100,370,60,9,36,1,0,60,27500.00,27500.00,0,0.0,0,0.0,0.0,0,1,60,60,3,0.0,0.0,0.0,5
2020,10193,1400,380,2340,21,44,0,0,180,150461.54,154153.85,1,0.0,0,4.0,6.0,0,1,2340,150,3,0.0,0.0,0.0,1
2020,10537,2500,320,150,18,23,0,0,150,45000.00,45000.00,0,0.0,0,0.0,2.0,0,1,150,150,3,0.0,0.0,0.0,7
2020,10644,1500,300,2795,17,44,1,0,180,157846.15,157846.15,0,0.0,0,9.0,3.0,0,1,2795,240,3,0.0,0.0,0.0,1
2020,10424,3600,350,180,19,41,1,0,180,28500.00,28500.00,0,0.0,0,0.0,4.0,0,1,180,180,3,0.0,0.0,0.0,7
2020,10636,2500,320,120,11,31,0,0,120,49500.00,49500.00,0,0.0,0,0.0,1.5,0,1,120,120,3,0.0,0.0,0.0,7
2020,10367,1700,340,3710,30,47,1,0,180,165230.77,168923.08,1,0.0,0,5.0,2.5,0,1,3710,60,3,0.0,0.0,0.0,1
2018,10726,4400,340,700,38,27,0,1,330,29615.38,29615.38,1,592.3076,1,25.0,7.5,0,1,700,330,2,19.5,0.0,0.0,0
2018,10731,3700,350,1073,24,27,0,1,330,25230.77,25230.77,1,1513.8462,1,15.0,6.0,0,1,1073,330,4,18.75,0.0,0.0,0
2020,10739,4000,300,708,28,34,1,1,330,23538.46,23538.46,1,1883.0768,1,25.0,8.5,0,1,708,330,5,44.75,4.79375,0.0,0
2020,10753,4000,300,847,34,32,1,1,330,23538.46,25076.92,1,1883.0768,1,20.0,4.0,0,1,847,90,5,48.75,3.72,0.0,0
2020,10763,3300,380,783,14,33,0,1,330,47538.46,51076.92,1,2852.3075999999996,1,25.0,11.5,0,1,783,30,4,15.375,5.536250000000001,0.0,0
2020,10780,3700,350,862,19,24,0,1,330,21438.46,22876.92,1,1372.6151999999997,1,15.0,3.0,0,1,862,120,4,58.625,4.46875,0.0,0
2020,10752,3300,380,879,28,33,1,1,330,47538.46,51076.92,1,2852.3075999999996,1,22.0,1.0,0,1,879,120,4,32.0,0.0,0.0,0
2020,10795,4800,360,760,37,29,0,1,330,25447.69,26695.38,1,2035.8152,1,25.0,9.0,0,1,760,0,5,96.0,13.473749999999999,0.0,0
2020,10759,2000,320,2037,55,36,0,1,330,63500.00,67000.00,1,3810.0,1,15.0,7.0,0,1,2037,210,3,37.5,0.0,0.0,0
2020,10791,3900,300,2679,30,28,1,1,330,33846.15,35961.54,1,2030.769,1,5.0,6.0,0,1,1550,60,5,31.0,0.0,0.0,0
2018,10768,4400,340,1231,18,30,0,1,330,31730.77,33846.15,1,0.0,0,14.0,5.5,0,1,1231,120,1,28.5,3.0375,0.0,0
2019,10723,4400,340,2163,7,40,0,1,330,38076.92,38076.92,1,1523.0768,1,21.0,1.0,0,1,2163,330,3,24.75,0.0,0.0,0
2020,10733,5700,390,795,35,47,0,1,330,52230.77,54961.54,1,0.0,0,21.0,12.0,0,1,795,60,2,52.0,10.8,0.0,0
2020,10740,2600,320,818,28,31,1,1,330,23615.38,25230.77,1,0.0,0,25.0,9.0,0,1,818,60,2,58.125,4.79375,0.0,0
2020,10747,2600,320,2687,17,35,1,1,330,31692.31,33307.69,1,1267.6924000000001,1,15.0,11.0,0,1,2687,120,3,113.75,31.89375,0.0,0
2020,10764,4300,340,2452,13,46,0,1,330,68076.92,72692.31,1,2723.0768,1,22.0,4.5,0,1,2452,240,3,37.0,9.625,0.0,0
2020,10777,2500,320,1125,25,25,0,1,330,53307.69,57461.54,1,3198.4614,1,13.0,5.0,0,1,1125,30,4,15.375,5.536250000000001,0.0,0
2020,10781,4800,360,1197,33,25,0,1,330,24212.00,25318.00,1,1936.96,1,14.0,7.5,0,1,1197,90,5,118.0,36.5625,0.0,0
2019,10794,4800,360,900,38,25,0,1,330,25447.69,26695.38,1,1601.7228,1,23.0,12.5,0,1,900,150,4,35.375,7.42875,0.0,0
2020,10700,3100,380,1657,59,39,0,1,330,78846.15,84961.54,1,1699.2307999999998,1,20.0,13.0,0,1,1657,180,2,52.0,10.8,0.0,0
2020,10727,3400,380,620,17,20,0,1,330,22000.00,23000.00,1,0.0,0,19.0,18.5,0,1,620,240,3,47.25,4.05,0.0,0
2020,10736,5700,390,1366,28,47,1,1,330,54961.54,57692.31,1,0.0,0,14.0,12.0,0,1,1366,270,3,59.5,21.375,0.0,0
2018,10743,2200,320,1038,27,30,1,1,330,23615.38,25230.77,1,1009.2308,1,12.0,13.0,0,1,1038,300,3,33.875,3.835,0.0,0
2020,10757,2200,320,1254,45,32,0,1,330,25230.77,26846.15,1,1009.2308,1,15.0,9.5,0,1,1254,150,3,75.625,10.85,0.0,0
2020,10778,4000,300,1444,40,34,0,1,330,24107.69,24107.69,1,964.3076,1,12.0,8.0,0,1,1444,330,3,162.5,39.682500000000005,0.0,0
2018,10222,5100,370,1561,34,39,0,1,330,35000.00,37500.00,1,750.0,1,14.0,6.0,0,1,1561,90,2,38.125,7.067500000000001,0.0,0
2020,10725,3700,350,1778,22,28,0,1,330,26846.15,28461.54,1,2276.9232,1,7.0,5.5,0,1,1778,300,5,25.375,7.15,0.0,0
2020,10734,2400,320,1180,33,32,0,1,330,41153.85,44230.77,1,1646.154,1,22.0,5.0,0,1,1180,60,4,58.0,22.270000000000003,0.0,0
2020,10741,2400,320,1474,23,26,1,1,330,44230.77,47307.69,1,1892.3076,1,18.0,4.0,0,1,1474,0,3,31.0,0.0,0.0,0
2018,10760,5100,370,1705,34,36,0,1,330,35000.00,37500.00,1,0.0,0,21.0,2.0,0,1,1705,240,2,42.875,6.8100000000000005,0.0,0
2020,10766,3700,350,1537,22,33,1,1,330,26846.15,28461.54,1,1610.769,1,16.0,8.0,0,1,1537,60,4,66.375,9.625,0.0,0
2020,10070,4800,360,850,16,23,1,0,180,25447.69,26695.38,1,1601.7228,1,7.0,2.0,0,1,850,120,4,38.5,0.0,0.0,0
2020,10626,2600,320,1730,40,26,1,0,180,28461.54,28461.54,0,1138.4616,1,9.0,3.5,0,1,1730,270,3,36.0,6.2475,0.0,0
2020,10285,2600,320,575,18,31,1,0,180,23615.38,23615.38,0,944.6152000000001,1,13.0,2.5,0,1,575,210,3,33.25,8.12,0.0,0
2020,10220,4800,360,635,15,27,0,0,180,25447.69,25447.69,0,508.9538,1,13.0,10.0,0,1,635,270,2,32.0,0.0,0.0,0
2020,10044,5800,360,2765,17,31,0,0,180,47384.62,47384.62,0,1895.3848,1,5.0,3.0,0,1,2765,210,3,77.75,23.0025,0.0,0
2020,10268,4000,300,605,14,28,1,0,180,23538.46,23538.46,0,470.7692,1,20.0,5.0,0,1,605,240,2,52.0,5.72,0.0,0
2020,10327,3700,350,1395,10,24,1,0,180,26846.15,26846.15,0,1073.846,1,8.0,3.0,0,1,1395,300,3,27.0,0.0,0.0,0
2020,10332,4000,300,575,16,29,1,0,180,23538.46,23538.46,0,470.7692,1,12.0,6.5,0,1,575,210,2,59.75,10.725,0.0,0
2020,10378,2600,320,2490,13,32,0,0,180,31692.31,31692.31,0,633.8462000000001,1,7.0,4.0,0,1,2490,300,2,36.5,14.89,0.0,0
2020,10639,2600,320,1790,23,34,0,0,180,28461.54,28461.54,0,569.2308,1,12.0,5.5,0,1,1371,330,2,17.25,0.0,0.0,0
2020,10520,3400,380,515,18,23,0,0,180,20000.00,20884.62,1,417.69239999999996,1,11.0,5.0,0,1,515,150,2,54.0,8.6925,0.0,0
2020,10584,2600,320,1730,17,28,0,0,180,25753.85,25753.85,0,1030.154,1,7.0,7.0,0,1,1730,270,3,70.5,22.395,0.0,0
2020,10518,4800,360,790,24,31,0,0,180,23106.00,24212.00,1,1452.72,1,10.0,2.0,0,1,790,60,4,29.75,5.3625,0.0,0
2020,10328,3700,350,2280,18,29,1,0,180,30076.92,31692.31,1,1267.6924000000001,1,5.0,3.5,0,1,2280,90,3,36.5,0.0,0.0,0
2020,10631,2600,320,789,21,30,1,0,180,23615.38,25230.77,1,1513.8462,1,22.0,3.0,0,1,789,60,4,59.5,4.59,0.0,0
2020,10330,4000,300,695,9,21,1,0,180,23538.46,23538.46,0,1412.3075999999999,1,25.0,2.0,0,1,695,330,4,36.25,0.0,0.0,0
2020,10416,2200,320,2065,23,28,0,0,180,30076.92,30076.92,0,1203.0768,1,10.0,3.0,0,1,2065,240,3,50.75,7.83,0.0,0
2020,10317,2600,320,970,26,22,1,0,180,25230.77,25230.77,0,1009.2308,1,13.0,1.5,0,1,970,240,3,31.25,5.61,0.0,0
2020,10214,3700,350,1030,26,25,0,0,180,25230.77,25230.77,0,1513.8462,1,10.0,8.5,0,1,1030,300,4,10.75,0.0,0.0,0
2020,10320,2600,320,575,24,31,1,0,180,23615.38,23615.38,0,472.30760000000004,1,7.0,6.0,0,1,575,210,2,35.75,0.0,0.0,0
2020,10517,2600,320,790,10,22,1,0,180,21438.46,22876.92,1,915.0767999999999,1,9.0,3.0,0,1,790,60,3,22.25,0.0,0.0,0
2020,10549,2200,320,665,17,29,0,0,180,21438.46,21438.46,0,857.5384,1,6.0,5.0,0,1,665,300,3,74.75,20.885,0.0,0
2020,10381,2600,320,1245,14,31,1,0,180,25230.77,26846.15,1,1073.846,1,10.0,4.5,0,1,1245,150,3,31.5,9.15,0.0,0
2020,10434,4800,360,790,12,22,0,0,180,25447.69,26695.38,1,1601.7228,1,8.0,5.0,0,1,790,60,4,41.75,4.93,0.0,0
2020,10605,4800,360,485,24,25,1,0,180,22000.00,23106.00,1,1386.36,1,9.0,7.0,0,1,485,120,4,22.25,0.0,0.0,0
2020,10677,4800,360,1275,10,35,0,0,180,27943.08,27943.08,1,1117.7232000000001,1,4.0,4.5,0,1,1275,180,3,40.25,6.15,0.0,0
2020,10595,2600,320,1060,31,29,0,0,180,22876.92,22876.92,0,457.53839999999997,1,7.0,6.0,0,1,1060,330,2,24.25,0.0,0.0,0
2020,10310,2200,320,730,16,21,1,0,180,23615.38,25230.77,1,1416.9228,1,12.0,2.0,0,1,730,0,4,41.0,13.415000000000001,0.0,0
2020,10253,4000,300,2278,22,31,1,0,180,29692.31,31230.77,1,1249.2308,1,7.0,3.5,0,1,2278,90,3,23.75,0.0,0.0,0
2020,10062,5800,360,2885,21,33,0,0,180,47384.62,47384.62,0,947.6924,1,5.0,2.0,0,1,2885,330,2,9.75,0.0,0.0,0
2020,10419,2600,320,1490,18,30,1,0,180,26846.15,28461.54,1,1138.4616,1,17.0,7.0,0,1,1490,30,3,86.75,30.424999999999997,0.0,0
2020,10309,2200,320,695,36,29,1,0,180,23615.38,23615.38,0,944.6152000000001,1,22.0,6.0,0,1,695,330,3,41.0,15.087499999999999,0.0,0
2020,10267,3700,350,1395,17,29,1,0,180,26846.15,26846.15,0,1073.846,1,14.0,5.0,0,1,1395,300,3,57.0,22.657500000000002,0.0,0
2020,10185,4000,300,1760,6,36,0,0,180,28153.85,28153.85,0,1689.2309999999998,1,10.0,3.5,0,1,1503,300,4,39.25,0.0,0.0,0
2020,10645,4800,360,820,29,28,0,0,180,25447.69,26695.38,1,1067.8152,1,6.0,3.0,0,1,820,90,3,34.0,0.0,0.0,0
2020,10420,2600,320,2250,42,30,1,0,180,30076.92,31692.31,1,633.8462000000001,1,0.0,3.5,0,1,2250,60,2,56.5,13.2875,0.0,0
2020,10281,2600,320,1305,21,34,1,0,180,26846.15,26846.15,0,1073.846,1,15.0,5.0,0,1,1305,210,3,44.5,5.0875,0.0,0
2020,10250,2200,320,940,24,27,1,0,180,25230.77,25230.77,0,504.6154,1,12.0,6.0,0,1,940,210,2,19.0,0.0,0.0,0
2020,10337,4800,360,1305,20,31,1,0,180,27943.08,27943.08,0,2235.4464000000003,1,13.0,8.5,0,1,1305,210,5,23.25,0.0,0.0,0
2020,10391,4000,300,1640,23,27,1,0,180,28153.85,28153.85,1,1126.154,1,7.0,3.0,0,1,1640,180,3,19.0,0.0,0.0,0
2020,10511,4000,300,575,12,26,1,0,180,23538.46,23538.46,0,1412.3075999999999,1,10.0,3.0,0,1,575,210,4,23.75,0.0,0.0,0
2020,10649,4800,360,1125,19,32,0,0,180,26695.38,27943.08,1,1676.5848,1,17.0,4.0,0,1,1125,30,4,57.0,14.692499999999999,0.0,0
2020,10172,2600,320,2155,31,27,0,0,180,30076.92,30076.92,0,1203.0768,1,12.0,3.0,0,1,2155,330,3,8.5,0.0,0.0,0
2020,10386,3400,380,2585,13,33,1,0,180,28000.00,29000.00,1,580.0,1,5.0,4.0,0,1,2585,30,2,66.0,19.0,0.0,0
2020,10593,3700,350,1185,15,26,0,0,180,22876.92,24315.38,1,972.6152000000001,1,10.0,8.5,0,1,1185,90,3,24.75,7.95,0.0,0
2020,10319,2600,320,1000,10,28,1,0,180,25230.77,25230.77,0,1513.8462,1,21.0,1.5,0,1,1000,270,4,39.25,6.36,0.0,0
2020,10390,3700,350,2035,12,27,1,0,180,30076.92,30076.92,0,1804.6151999999997,1,7.0,4.0,0,1,2035,210,4,20.5,0.0,0.0,0
2020,10523,2200,320,665,25,27,1,0,180,21438.46,21438.46,0,1286.3075999999999,1,12.0,6.0,0,1,665,300,4,53.0,6.15,0.0,0
2020,10630,2200,320,790,23,24,1,0,180,23615.38,25230.77,1,1513.8462,1,18.0,2.0,0,1,790,60,4,31.0,0.0,0.0,0
2020,10577,2200,320,2340,28,34,1,0,180,27192.31,28630.77,1,1145.2308,1,6.0,0.0,0,1,2340,150,3,11.75,0.0,0.0,0
2020,10370,2200,320,3829,12,32,0,0,180,38153.85,38153.85,1,2289.2309999999998,1,5.0,2.5,0,1,3829,180,4,38.25,0.0,0.0,0
2020,10261,2600,320,665,13,31,1,0,180,23615.38,23615.38,0,944.6152000000001,1,11.0,4.0,0,1,665,300,3,39.75,0.0,0.0,0
2020,10325,3400,380,455,25,21,1,0,180,22000.00,23000.00,1,1380.0,1,16.0,9.0,0,1,455,90,4,28.0,0.0,0.0,0
2020,10435,5800,360,1781,31,29,0,0,180,39769.23,39769.23,1,1590.7692000000002,1,9.0,2.0,0,1,545,180,3,77.75,21.165,0.0,0
2020,10467,3400,380,2280,40,26,1,0,180,27000.00,28000.00,1,2240.0,1,12.0,2.0,0,1,2280,90,5,25.75,0.0,0.0,0
2020,10483,4800,360,575,16,24,0,0,180,25447.69,25447.69,0,1526.8613999999998,1,18.0,2.5,0,1,575,210,4,59.75,8.775,0.0,0
2020,10251,3400,380,1915,21,27,1,0,180,26000.00,27000.00,1,1620.0,1,9.0,5.0,0,1,1915,90,4,20.25,0.0,0.0,0
2020,10304,5800,360,2592,30,33,1,0,180,42307.69,42307.69,0,1692.3076,1,10.0,4.0,0,1,1365,270,3,77.75,24.840000000000003,0.0,0
2020,10648,4800,360,1275,11,30,0,0,180,27943.08,27943.08,1,1117.7232000000001,1,18.0,5.5,0,1,1275,180,3,20.5,0.0,0.0,0
2020,10389,5800,360,2112,13,26,0,0,180,39769.23,39769.23,0,1590.7692000000002,1,6.0,7.0,0,1,695,330,3,8.5,0.0,0.0,0
2020,10534,4800,360,790,25,22,1,0,180,23106.00,24212.00,1,1452.72,1,7.0,2.0,0,1,790,60,4,27.25,0.0,0.0,0
2020,10127,4800,360,575,26,21,0,0,180,25447.69,25447.69,0,1526.8613999999998,1,11.0,4.0,0,1,575,210,4,7.5,0.0,0.0,0
2020,10180,4000,300,1885,22,27,1,0,180,28153.85,29692.31,1,593.8462000000001,1,5.0,3.5,0,1,1518,60,2,40.0,0.0,0.0,0
2020,10297,2600,320,850,20,31,0,0,180,23615.38,25230.77,1,1009.2308,1,5.0,4.0,0,1,850,120,3,37.0,0.0,0.0,0
2020,10329,4000,300,1945,27,32,1,0,180,28153.85,29692.31,1,593.8462000000001,1,5.0,2.0,0,1,1945,120,2,36.75,13.965,0.0,0
2020,10625,2600,320,1790,10,28,0,0,180,28461.54,28461.54,0,1707.6924,1,9.0,3.5,0,1,1790,330,4,36.0,6.2475,0.0,0
2020,10379,2600,320,1825,23,27,1,0,180,28461.54,30076.92,1,569.2308,1,10.0,6.5,0,1,1825,0,2,25.75,0.0,0.0,0
2020,10326,3400,380,1305,33,25,1,0,180,25000.00,25000.00,0,500.0,1,15.0,8.5,0,1,1305,210,2,44.5,4.95,0.0,0
2020,10219,4800,360,485,15,24,0,0,180,24200.00,25447.69,1,1017.9076,1,8.0,4.0,0,1,485,120,3,37.5,8.745,0.0,0
2020,10176,3700,350,665,26,26,0,0,180,23615.38,23615.38,0,472.30760000000004,1,12.0,9.5,0,1,665,300,2,35.25,10.695,0.0,0
2020,10170,4800,360,970,27,21,0,0,180,26695.38,26695.38,0,533.9076,1,19.0,7.0,0,1,970,240,2,56.0,19.9875,0.0,0
2020,10252,3700,350,1365,21,26,1,0,180,26846.15,26846.15,0,1073.846,1,4.0,9.0,0,1,1365,270,3,62.25,6.75,0.0,0
2018,10684,5400,390,1155,17,48,1,1,330,67653.85,71230.77,1,0.0,0,23.0,10.0,0,1,1155,30,1,0.0,0.0,0.0,1
2019,10783,5500,390,1655,5,29,1,1,330,30653.85,32538.46,1,0.0,0,15.0,7.0,0,1,1655,180,4,0.0,0.0,0.0,4
2019,10713,5600,390,814,27,33,0,1,330,40538.46,42576.92,1,0.0,0,23.0,10.0,0,1,814,60,3,0.0,0.0,0.0,2
2018,10711,5300,390,778,17,41,0,1,330,75807.69,79615.38,1,6064.6152,1,13.0,7.5,0,1,778,30,5,0.0,0.0,0.0,1
2019,10712,5500,390,1204,38,27,0,1,330,31730.77,33846.15,1,0.0,0,22.0,5.5,0,1,1204,90,2,0.0,0.0,0.0,3
2018,10721,5600,390,440,19,30,0,1,330,38500.00,40538.46,1,0.0,0,2.0,8.5,0,1,440,60,2,0.0,0.0,0.0,7
2019,10738,5500,390,1081,50,25,1,1,330,31730.77,31730.77,1,0.0,0,25.0,12.0,0,1,1081,330,1,0.0,0.0,0.0,3
2019,10014,5700,390,961,32,48,0,1,330,52230.77,54961.54,1,0.0,0,10.0,7.5,0,1,961,210,4,0.0,0.0,0.0,5
2018,10717,5500,390,1696,37,31,0,1,330,33846.15,35961.54,1,0.0,0,12.0,12.0,0,1,1696,210,4,0.0,0.0,0.0,1
2019,10751,5500,390,701,19,28,1,1,330,29615.38,29615.38,1,0.0,0,15.0,6.0,0,1,701,330,1,0.0,0.0,0.0,2
2019,10714,5600,390,1270,22,29,1,1,330,42576.92,44615.38,1,0.0,0,9.0,1.5,0,1,1065,150,1,0.0,0.0,0.0,3
2017,10023,5600,390,820,23,34,1,0,330,40538.46,42576.92,1,0.0,0,27.0,11.5,0,1,614,90,3,0.0,0.0,0.0,1
2017,10055,5500,390,515,35,39,0,0,330,27500.00,29615.38,1,0.0,0,8.0,9.0,0,1,515,150,4,0.0,0.0,0.0,2
2017,10060,5600,390,1395,26,30,0,0,330,42576.92,44615.38,1,0.0,0,15.0,13.5,0,1,1395,300,4,0.0,0.0,0.0,1
2017,10087,5300,390,790,28,47,1,0,330,75807.69,79615.38,1,3032.3076,1,15.0,13.5,0,1,790,60,3,0.0,0.0,0.0,1
2017,10129,5600,390,1335,23,30,0,0,330,42576.92,44615.38,1,0.0,0,17.0,12.5,0,1,636,240,2,0.0,0.0,0.0,1
2017,10138,4100,330,605,38,49,0,0,330,45000.00,50769.23,1,2030.7692000000002,1,23.0,9.0,0,1,605,240,3,0.0,0.0,0.0,1
2017,10202,2300,320,1184,19,38,0,0,330,58807.69,71500.00,1,0.0,0,22.0,8.0,0,1,300,300,2,0.0,0.0,0.0,9
2017,10234,5600,390,938,24,32,0,0,328,29615.38,38500.00,1,0.0,0,25.0,12.0,0,1,210,210,4,0.0,0.0,0.0,6
2017,10490,5500,390,485,27,26,0,0,330,27500.00,29615.38,1,0.0,0,16.0,12.5,0,1,485,120,3,0.0,0.0,0.0,2
2017,10505,4500,360,545,22,55,1,0,330,80000.00,87307.69,1,0.0,0,17.0,14.0,0,1,545,180,3,0.0,0.0,0.0,1
2017,10676,2300,320,1017,51,38,1,0,330,71500.00,76769.23,1,0.0,0,15.0,12.5,0,1,545,180,1,0.0,0.0,0.0,1
2017,10719,5500,390,1270,39,47,1,0,330,27500.00,29615.38,1,0.0,0,16.0,9.0,0,1,515,150,4,0.0,0.0,0.0,2
2017,10779,5500,390,2165,37,30,0,0,330,28769.23,30653.85,1,0.0,0,14.0,15.5,0,1,1365,270,3,0.0,0.0,0.0,1
2017,10022,5700,390,485,7,23,1,0,330,49500.00,52230.77,1,0.0,0,21.0,10.0,0,1,485,120,4,0.0,0.0,0.0,2
2017,10029,5600,390,1425,13,30,1,0,330,44615.38,44615.38,0,0.0,0,23.0,7.5,0,1,1425,1425,2,0.0,0.0,0.0,1
2017,10061,5400,390,1580,18,42,1,0,330,71230.77,74807.69,1,1424.6154000000001,1,9.0,11.5,0,1,1580,120,2,0.0,0.0,0.0,1
2017,10128,5400,390,515,26,50,0,0,330,60500.00,64076.92,1,0.0,0,5.0,9.0,0,1,515,150,1,0.0,0.0,0.0,2
2017,10246,5500,390,545,24,23,0,0,330,27500.00,29615.38,1,0.0,0,18.0,10.5,0,1,545,180,3,0.0,0.0,0.0,2
2017,10568,3800,300,545,27,30,0,0,330,30000.00,32192.31,1,0.0,0,9.0,17.0,0,1,545,180,1,0.0,0.0,0.0,1
2017,10654,3100,380,455,20,40,1,0,330,55000.00,60461.54,1,0.0,0,3.0,8.0,0,1,455,90,3,0.0,0.0,0.0,2
2017,10718,5600,390,2153,8,26,0,0,330,38615.38,40423.08,1,0.0,0,16.0,13.5,0,1,1335,240,3,0.0,0.0,0.0,1
2017,10741,2400,320,1474,23,24,1,0,330,35000.00,38076.92,1,0.0,0,8.0,4.0,0,1,545,180,3,0.0,0.0,0.0,1
2017,10099,5700,390,695,14,26,1,0,330,52230.77,52230.77,0,0.0,0,24.0,9.5,0,1,695,695,4,0.0,0.0,0.0,1
2017,10104,5700,390,575,39,30,1,0,330,45000.00,47423.08,1,0.0,0,7.0,8.5,0,1,575,210,2,0.0,0.0,0.0,2
2017,10181,4100,330,425,20,46,0,0,330,45000.00,50769.23,1,0.0,0,5.0,5.5,0,1,425,60,3,0.0,0.0,0.0,5
2017,10323,3300,380,605,25,38,1,0,330,44000.00,47538.46,1,950.7692,1,15.0,16.0,0,1,605,240,2,0.0,0.0,0.0,1
2017,10373,2500,320,2926,7,35,0,0,307,49500.00,56538.46,0,0.0,0,11.0,8.5,0,1,270,2926,2,0.0,0.0,0.0,8
2017,10405,5200,390,1490,29,55,0,0,330,109615.38,116153.85,1,2192.3076,1,15.0,4.0,0,1,1490,30,2,0.0,0.0,0.0,1
2017,10469,5700,390,1460,26,29,0,0,330,57692.31,60423.08,1,0.0,0,20.0,9.5,0,1,1460,0,2,0.0,0.0,0.0,1
2017,10621,5000,370,2619,15,28,1,0,334,33000.00,42500.00,0,0.0,0,15.0,13.5,0,1,330,2619,2,0.0,0.0,0.0,6
2017,10799,5700,390,1185,34,45,1,0,330,54961.54,57692.31,1,0.0,0,17.0,6.0,0,1,1185,90,2,0.0,0.0,0.0,1
2017,10014,5700,390,961,32,47,0,0,330,49500.00,52230.77,1,0.0,0,3.0,4.0,0,1,575,210,4,0.0,0.0,0.0,2
2017,10069,5700,390,1520,24,51,0,0,330,57692.31,60423.08,1,0.0,0,14.0,4.5,0,1,1520,60,3,0.0,0.0,0.0,1
2017,10078,5400,390,695,16,38,0,0,330,64076.92,64076.92,0,2563.0768,1,25.0,12.5,0,1,695,695,3,0.0,0.0,0.0,1
2017,10101,5700,390,879,26,33,0,0,330,47423.08,49846.15,1,0.0,0,16.0,9.0,0,1,879,150,4,0.0,0.0,0.0,1
2017,10110,5700,390,1425,27,31,0,0,330,57692.31,57692.31,0,0.0,0,25.0,4.5,0,1,1425,1425,2,0.0,0.0,0.0,1
2017,10115,5600,390,1915,33,24,1,0,330,46653.85,48692.31,1,0.0,0,20.0,4.0,0,1,1915,90,2,0.0,0.0,0.0,1
2017,10179,3800,300,575,25,39,0,0,330,33000.00,35461.54,1,1418.4616,1,19.0,9.0,0,1,575,210,3,0.0,0.0,0.0,1
2017,10293,4200,330,545,19,29,1,0,330,25300.00,27969.23,1,0.0,0,18.0,14.0,0,1,428,180,2,0.0,0.0,0.0,2
2017,10302,3900,300,545,24,43,1,0,330,27500.00,29615.38,1,0.0,0,18.0,7.5,0,1,545,180,3,0.0,0.0,0.0,1
2017,10357,5600,390,970,32,28,1,0,330,40538.46,42576.92,1,0.0,0,25.0,12.0,0,1,970,240,3,0.0,0.0,0.0,1
2017,10472,2000,320,425,21,32,0,0,330,49500.00,53000.00,1,0.0,0,6.0,5.5,0,1,425,60,4,0.0,0.0,0.0,3
2017,10544,5600,390,665,37,26,0,0,330,35000.00,36807.69,1,0.0,0,15.0,9.0,0,1,665,300,3,0.0,0.0,0.0,1
2017,10576,5200,390,635,12,52,0,0,330,81000.00,86884.62,1,1737.6924,1,9.0,5.0,0,1,635,270,2,0.0,0.0,0.0,1
2017,10694,5400,390,1235,10,48,0,0,330,64076.92,67653.85,1,2563.0768,1,25.0,8.5,0,1,880,150,2,0.0,0.0,0.0,1
2017,10754,4200,330,1136,19,52,0,0,330,25300.00,27969.23,1,1118.7692,1,17.0,9.0,0,1,605,240,3,0.0,0.0,0.0,1
2017,10027,5600,390,730,34,32,0,0,330,40538.46,42576.92,1,0.0,0,25.0,4.5,0,1,730,0,2,0.0,0.0,0.0,1
2017,10048,5400,390,1208,12,39,0,0,330,64076.92,64076.92,0,2563.0768,1,17.0,9.0,0,1,695,1208,3,0.0,0.0,0.0,1
2017,10059,5700,390,1640,11,36,1,0,330,57692.31,60423.08,1,0.0,0,15.0,9.0,0,1,1640,180,3,0.0,0.0,0.0,1
2017,10237,5600,390,790,6,31,0,0,330,40538.46,42576.92,1,0.0,0,20.0,8.5,0,1,790,60,3,0.0,0.0,0.0,1
2017,10272,5700,390,605,22,28,1,0,330,49500.00,52230.77,1,0.0,0,18.0,10.5,0,1,605,240,1,0.0,0.0,0.0,1
2017,10461,5200,390,1060,29,41,1,0,330,103076.92,103076.92,0,4123.0768,1,25.0,9.5,0,1,1060,1060,3,0.0,0.0,0.0,1
2017,10486,5400,390,1215,22,38,0,0,330,67653.85,71230.77,1,1353.0770000000002,1,25.0,15.5,0,1,1215,120,2,0.0,0.0,0.0,1
2017,10510,5200,390,1030,13,51,0,0,330,96538.46,103076.92,1,2061.5384,1,20.0,12.5,0,1,1030,300,2,0.0,0.0,0.0,1
2017,10565,5400,390,1185,18,37,0,0,330,61353.85,64530.77,1,2454.154,1,15.0,8.0,0,1,1185,90,3,0.0,0.0,0.0,1
2017,10680,5700,390,1804,46,44,0,0,330,52230.77,54961.54,1,0.0,0,19.0,6.0,0,1,1000,270,3,0.0,0.0,0.0,1
