EXPENSE_YEAR,EXPENSE_MONTH,ORGANIZATION_CODE,EXPENSE_TYPE_CODE,EXPENSE_PLAN_TOTAL
2016,8,014,32,15000.00
2016,8,015,32,20000.00
2016,8,017,32,20000.00
2016,8,018,32,20000.00
2016,8,019,32,20000.00
2016,8,020,32,14000.00
2016,8,021,32,15000.00
2016,8,022,32,20000.00
2016,8,023,32,13000.00
2016,8,024,32,9000.00
2016,8,025,32,15000.00
2016,8,026,32,14000.00
2016,8,029,32,20000.00
2016,8,030,32,13000.00
2016,8,031,32,14000.00
2016,8,032,32,20000.00
2016,8,033,32,15000.00
2016,8,034,32,20000.00
2016,8,035,32,11000.00
2016,8,036,32,20000.00
2016,8,039,32,8000.00
2016,8,040,32,40000.00
2016,8,1700,32,60000.00
2016,8,1710,32,6000.00
2016,8,1720,32,20000.00
2016,8,1730,32,20000.00
2016,8,1740,32,50000.00
2016,8,1750,32,20000.00
2016,8,1760,32,30000.00
2016,8,1800,32,30000.00
2016,8,1810,32,20000.00
2016,8,1820,32,12000.00
2016,8,4700,32,20000.00
2016,8,4710,32,3000.00
2016,8,4720,32,12000.00
2016,8,4730,32,20000.00
2016,8,4740,32,30000.00
2016,8,4750,32,20000.00
2016,8,4760,32,10000.00
2016,8,4800,32,30000.00
2016,8,4810,32,3000.00
2016,8,4820,32,6000.00
2016,8,5700,32,10000.00
2016,8,5710,32,5000.00
2016,8,5720,32,13000.00
2016,8,5730,32,13000.00
2016,8,5740,32,20000.00
2016,8,5750,32,20000.00
2016,8,5760,32,20000.00
2016,8,5800,32,20000.00
2016,8,5810,32,2000.00
2016,8,5820,32,8000.00
2016,8,6700,32,20000.00
2016,8,6720,32,20000.00
2016,8,6730,32,10000.00
2016,8,6740,32,40000.00
2016,8,6750,32,20000.00
2016,8,6760,32,20000.00
2016,8,6800,32,30000.00
2016,8,6810,32,7000.00
2016,8,6820,32,9000.00
2016,8,7700,32,6000.00
2016,8,7710,32,9000.00
2016,8,7720,32,20000.00
2016,8,7730,32,20000.00
2016,8,7740,32,30000.00
2016,8,7750,32,14000.00
2016,8,7760,32,20000.00
2016,8,7800,32,14000.00
2016,8,7810,32,8000.00
2016,8,7820,32,8000.00
2016,8,8700,32,20000.00
2016,8,8710,32,4000.00
2016,8,8720,32,20000.00
2016,8,8730,32,12000.00
2016,8,8740,32,50000.00
2016,8,8750,32,20000.00
2016,8,8760,32,20000.00
2016,8,8800,32,20000.00
2016,8,8810,32,4000.00
2016,8,8820,32,10000.00
2016,9,006,32,12000.00
2016,9,007,32,8000.00
2016,9,009,32,20000.00
2016,9,013,32,10000.00
2016,9,014,32,12000.00
2016,9,015,32,20000.00
2016,9,017,32,20000.00
2016,9,018,32,20000.00
2016,9,019,32,20000.00
2016,9,020,32,20000.00
2016,9,021,32,20000.00
2016,9,022,32,20000.00
2016,9,023,32,13000.00
2016,9,024,32,12000.00
2016,9,025,32,14000.00
2016,9,026,32,14000.00
2016,9,029,32,13000.00
2016,9,030,32,13000.00
2016,9,031,32,20000.00
2016,9,032,32,20000.00
2016,9,033,32,20000.00
2016,9,034,32,20000.00
2016,9,035,32,11000.00
2016,9,036,32,20000.00
2016,9,039,32,8000.00
2016,9,040,32,50000.00
2016,9,1700,32,60000.00
2016,9,1710,32,6000.00
2016,9,1720,32,15000.00
2016,9,1730,32,20000.00
2016,9,1740,32,60000.00
2016,9,1750,32,20000.00
2016,9,1760,32,30000.00
2016,9,1800,32,30000.00
2016,9,1810,32,20000.00
2016,9,1820,32,12000.00
2016,9,4700,32,20000.00
2016,9,4710,32,3000.00
2016,9,4720,32,14000.00
2016,9,4730,32,13000.00
2016,9,4740,32,30000.00
2016,9,4750,32,20000.00
2016,9,4760,32,20000.00
2016,9,4800,32,30000.00
2016,9,4810,32,3000.00
2016,9,4820,32,7000.00
2016,9,5700,32,14000.00
2016,9,5710,32,6000.00
2016,9,5720,32,15000.00
2016,9,5730,32,14000.00
2016,9,5740,32,20000.00
2016,9,5750,32,20000.00
2016,9,5760,32,20000.00
2016,9,5800,32,20000.00
2016,9,5810,32,4000.00
2016,9,5820,32,8000.00
2016,9,6700,32,20000.00
2016,9,6720,32,12000.00
2016,9,6730,32,9000.00
2016,9,6740,32,50000.00
2016,9,6750,32,20000.00
2016,9,6760,32,30000.00
2016,9,6800,32,30000.00
2016,9,6810,32,8000.00
2016,9,6820,32,10000.00
2016,9,7700,32,14000.00
2016,9,7710,32,9000.00
2016,9,7720,32,20000.00
2016,9,7730,32,20000.00
2016,9,7740,32,30000.00
2016,9,7750,32,20000.00
2016,9,7760,32,13000.00
2016,9,7800,32,20000.00
2016,9,7810,32,7000.00
2016,9,7820,32,7000.00
2016,9,8700,32,20000.00
2016,9,8710,32,1000.00
2016,9,8720,32,10000.00
2016,9,8730,32,20000.00
2016,9,8740,32,50000.00
2016,9,8750,32,20000.00
2016,9,8760,32,20000.00
2016,9,8800,32,20000.00
2016,9,8810,32,3000.00
2016,9,8820,32,11000.00
2016,10,006,32,14000.00
2016,10,007,32,8000.00
2016,10,009,32,20000.00
2016,10,013,32,12000.00
2016,10,014,32,13000.00
2016,10,015,32,20000.00
2016,10,017,32,20000.00
2016,10,018,32,20000.00
2016,10,019,32,20000.00
2016,10,020,32,20000.00
2016,10,021,32,20000.00
2016,10,022,32,20000.00
2016,10,023,32,12000.00
2016,10,024,32,13000.00
2016,10,025,32,14000.00
2016,10,026,32,14000.00
2016,10,029,32,20000.00
2016,10,030,32,12000.00
2016,10,031,32,14000.00
2016,10,032,32,20000.00
2016,10,033,32,20000.00
2016,10,034,32,20000.00
2016,10,035,32,14000.00
2016,10,036,32,12000.00
2016,10,039,32,9000.00
2016,10,040,32,50000.00
2016,10,1700,32,60000.00
2016,10,1710,32,6000.00
2016,10,1720,32,20000.00
2016,10,1730,32,20000.00
2016,10,1740,32,60000.00
2016,10,1750,32,20000.00
2016,10,1760,32,20000.00
2016,10,1800,32,40000.00
2016,10,1810,32,20000.00
2016,10,1820,32,11000.00
2016,10,4700,32,20000.00
2016,10,4710,32,4000.00
2016,10,4720,32,10000.00
2016,10,4730,32,15000.00
2016,10,4740,32,30000.00
2016,10,4750,32,20000.00
2016,10,4760,32,15000.00
2016,10,4800,32,30000.00
2016,10,4810,32,3000.00
2016,10,4820,32,9000.00
2016,10,5700,32,14000.00
2016,10,5710,32,6000.00
2016,10,5720,32,20000.00
2016,10,5730,32,14000.00
2016,10,5740,32,20000.00
2016,10,5750,32,20000.00
2016,10,5760,32,20000.00
2016,10,5800,32,30000.00
2016,10,5810,32,4000.00
2016,10,5820,32,8000.00
2016,10,6700,32,20000.00
2016,10,6720,32,12000.00
2016,10,6730,32,12000.00
2016,10,6740,32,50000.00
2016,10,6750,32,20000.00
2016,10,6760,32,30000.00
2016,10,6800,32,30000.00
2016,10,6810,32,8000.00
2016,10,6820,32,11000.00
2016,10,7700,32,14000.00
2016,10,7710,32,9000.00
2016,10,7720,32,20000.00
2016,10,7730,32,20000.00
2016,10,7740,32,30000.00
2016,10,7750,32,20000.00
2016,10,7760,32,20000.00
2016,10,7800,32,20000.00
2016,10,7810,32,6000.00
2016,10,7820,32,7000.00
2016,10,8700,32,20000.00
2016,10,8710,32,4000.00
2016,10,8720,32,13000.00
2016,10,8730,32,20000.00
2016,10,8740,32,50000.00
2016,10,8750,32,20000.00
2016,10,8760,32,20000.00
2016,10,8800,32,20000.00
2016,10,8810,32,4000.00
2016,10,8820,32,11000.00
2016,11,006,32,20000.00
2016,11,007,32,4000.00
2016,11,009,32,20000.00
2016,11,013,32,12000.00
2016,11,014,32,20000.00
2016,11,015,32,20000.00
2016,11,017,32,20000.00
2016,11,018,32,20000.00
2016,11,019,32,20000.00
2016,11,020,32,20000.00
2016,11,021,32,20000.00
2016,11,022,32,20000.00
2016,11,023,32,12000.00
2016,7,1800,35,10000.00
2016,7,4700,35,10000.00
2016,7,4720,35,15000.00
2016,7,4730,35,13000.00
2018,1,6810,14,1000.00
2018,1,6820,14,200.00
2018,1,7710,14,100.00
2018,1,7720,14,100.00
2018,1,7740,14,200.00
2018,1,7810,14,100.00
2018,1,7820,14,300.00
2018,1,8710,14,400.00
2018,1,8720,14,300.00
2018,1,8740,14,400.00
2018,1,8760,14,200.00
2018,1,8810,14,1000.00
2018,1,8820,14,400.00
2018,2,1710,14,200.00
2018,2,1720,14,1000.00
2018,2,1730,14,300.00
2018,2,1740,14,500.00
2018,2,1760,14,200.00
2018,2,1810,14,2000.00
2018,2,1820,14,1000.00
2018,2,4710,14,100.00
2018,2,4730,14,200.00
2018,2,4740,14,300.00
2018,2,4760,14,200.00
2018,2,4810,14,1000.00
2018,2,4820,14,300.00
2018,2,5710,14,100.00
2018,2,5720,14,100.00
2018,2,5740,14,400.00
2018,2,5810,14,500.00
2018,2,5820,14,500.00
2018,2,6720,14,100.00
2018,2,6740,14,100.00
2018,2,6810,14,1000.00
2018,2,6820,14,300.00
2018,2,7710,14,100.00
2018,2,7720,14,200.00
2018,2,7730,14,200.00
2018,2,7740,14,100.00
2018,2,7810,14,1000.00
2018,2,7820,14,400.00
2018,2,8710,14,1000.00
2018,2,8720,14,200.00
2018,2,8730,14,200.00
2018,2,8740,14,1000.00
2018,2,8810,14,400.00
2018,2,8820,14,1000.00
2018,3,1710,14,200.00
2018,3,1720,14,1000.00
2018,3,1730,14,100.00
2018,3,1740,14,1000.00
2018,3,1760,14,300.00
2018,3,1810,14,2000.00
2018,3,1820,14,1000.00
2018,3,4710,14,300.00
2018,3,4720,14,200.00
2018,3,4730,14,100.00
2018,3,4740,14,200.00
2018,3,4810,14,1000.00
2018,3,4820,14,100.00
2018,3,5710,14,100.00
2018,3,5720,14,400.00
2018,3,5740,14,1000.00
2018,3,5810,14,1000.00
2018,3,5820,14,100.00
2018,3,6720,14,100.00
2018,3,6730,14,100.00
2018,3,6740,14,200.00
2018,3,6760,14,100.00
2018,3,6810,14,1000.00
2018,3,6820,14,400.00
2018,3,7730,14,300.00
2018,3,7740,14,200.00
2018,3,7810,14,1000.00
2018,3,7820,14,400.00
2018,3,8710,14,100.00
2018,3,8720,14,400.00
2018,3,8730,14,100.00
2018,3,8740,14,400.00
2018,3,8760,14,100.00
2018,3,8810,14,1000.00
2018,3,8820,14,1000.00
2018,4,1710,14,1000.00
2018,4,1720,14,1000.00
2018,4,1730,14,200.00
2018,4,1740,14,1000.00
2018,4,1760,14,100.00
2018,4,1810,14,2000.00
2018,4,1820,14,1000.00
2018,4,4710,14,200.00
2018,4,4720,14,100.00
2018,4,4730,14,200.00
2018,4,4740,14,300.00
2018,4,4760,14,200.00
2018,4,4810,14,1000.00
2018,4,4820,14,1000.00
2018,4,5710,14,300.00
2018,4,5720,14,300.00
2018,4,5740,14,500.00
2018,4,5810,14,100.00
2018,4,5820,14,100.00
2018,4,6720,14,200.00
2018,4,6730,14,200.00
2018,4,6740,14,400.00
2018,4,6760,14,200.00
2018,4,6810,14,1000.00
2018,4,6820,14,200.00
2018,4,7710,14,100.00
2018,4,7720,14,1000.00
2018,4,7730,14,100.00
2018,4,7740,14,300.00
2018,4,7810,14,500.00
2018,4,7820,14,300.00
2018,4,8710,14,400.00
2018,4,8720,14,300.00
2018,4,8740,14,400.00
2018,4,8760,14,100.00
2018,4,8810,14,1000.00
2018,4,8820,14,1000.00
2018,5,1710,14,300.00
2018,5,1720,14,200.00
2018,5,1730,14,100.00
2018,5,1740,14,1000.00
2018,5,1760,14,300.00
2018,5,1810,14,2000.00
2018,5,1820,14,1000.00
2018,5,4710,14,300.00
2018,5,4740,14,200.00
2018,5,4760,14,300.00
2018,5,4810,14,1000.00
2018,5,4820,14,1000.00
2018,5,5710,14,100.00
2018,5,5740,14,1000.00
2018,5,5810,14,1000.00
2018,5,5820,14,1000.00
2018,5,6720,14,300.00
2018,5,6730,14,100.00
2018,5,6740,14,100.00
2018,5,6810,14,1000.00
2018,5,7710,14,100.00
2018,5,7730,14,300.00
2018,5,7810,14,1000.00
2018,5,7820,14,200.00
2018,5,8710,14,400.00
2018,5,8720,14,300.00
2018,5,8730,14,200.00
2018,5,8740,14,1000.00
2018,5,8810,14,1000.00
2018,5,8820,14,2000.00
2018,6,1710,14,100.00
2018,6,1720,14,1000.00
2018,6,1740,14,1000.00
2018,6,1810,14,1000.00
2018,6,1820,14,1000.00
2018,6,4710,14,200.00
2018,6,4720,14,300.00
2018,6,4730,14,100.00
2018,6,4740,14,200.00
2018,6,4760,14,400.00
2018,6,4810,14,1000.00
2018,6,4820,14,1000.00
2018,6,5710,14,300.00
2018,6,5720,14,1000.00
2018,6,5740,14,300.00
2018,6,5810,14,1000.00
2018,6,5820,14,100.00
2018,6,6720,14,200.00
2018,6,6740,14,300.00
2018,6,6760,14,100.00
2018,6,6810,14,400.00
2018,6,6820,14,200.00
2018,6,7720,14,200.00
2018,6,7730,14,300.00
2018,6,7740,14,200.00
2018,6,7810,14,400.00
2018,6,7820,14,1000.00
2018,6,8710,14,200.00
2018,6,8720,14,1000.00
2018,6,8730,14,200.00
2018,6,8740,14,1000.00
2018,6,8760,14,200.00
2018,6,8810,14,1000.00
2018,6,8820,14,1000.00
2018,7,1710,14,1000.00
2018,7,1730,14,100.00
2018,7,1740,14,1000.00
2018,7,1760,14,200.00
2018,7,1810,14,1000.00
2018,7,1820,14,400.00
2018,7,4710,14,200.00
2018,7,4720,14,200.00
2018,7,4730,14,200.00
2018,7,4740,14,1000.00
2018,7,4760,14,200.00
2018,7,4810,14,1000.00
2018,7,4820,14,500.00
2018,7,5710,14,200.00
2018,7,5720,14,200.00
2018,7,5730,14,100.00
2018,7,5740,14,400.00
2018,7,5810,14,1000.00
2018,7,5820,14,200.00
2018,7,6720,14,500.00
2018,7,6730,14,200.00
2018,7,6740,14,500.00
2018,7,6760,14,300.00
2019,3,5810,21,1000.00
2019,3,5820,21,2000.00
2019,3,6700,21,2000.00
2019,3,6710,21,1000.00
2019,3,6720,21,2000.00
2019,3,6730,21,2000.00
2019,3,6740,21,6000.00
2019,3,6750,21,2000.00
2019,3,6760,21,3000.00
2019,3,6800,21,3000.00
2019,3,6810,21,3000.00
2019,3,6820,21,2000.00
2019,3,7700,21,2000.00
2019,3,7710,21,1000.00
2019,3,7720,21,2000.00
2019,3,7730,21,2000.00
2019,3,7740,21,5000.00
2019,3,7750,21,2000.00
2019,3,7760,21,2000.00
2019,3,7800,21,2000.00
2019,3,7810,21,2000.00
2019,3,7820,21,2000.00
2019,3,8700,21,2000.00
2019,3,8710,21,1000.00
2019,3,8720,21,3000.00
2019,3,8730,21,2000.00
2019,3,8740,21,8000.00
2019,3,8750,21,3000.00
2019,3,8760,21,3000.00
2019,3,8800,21,2000.00
2019,3,8810,21,2000.00
2019,3,8820,21,3000.00
2019,4,006,21,2000.00
2019,4,007,21,3000.00
2019,4,009,21,3000.00
2019,4,013,21,2000.00
2019,4,014,21,3000.00
2019,4,015,21,3000.00
2019,4,017,21,3000.00
2019,4,018,21,2000.00
2019,4,019,21,3000.00
2019,4,020,21,3000.00
2019,4,021,21,3000.00
2019,4,022,21,2000.00
2019,4,023,21,2000.00
2019,4,024,21,3000.00
2019,4,025,21,3000.00
2019,4,026,21,2000.00
2019,4,028,21,3000.00
2019,4,029,21,3000.00
2019,4,030,21,2000.00
2019,4,031,21,3000.00
2019,4,032,21,3000.00
2019,4,033,21,3000.00
2019,4,034,21,4000.00
2019,4,035,21,3000.00
2019,4,036,21,2000.00
2019,4,037,21,3000.00
2019,4,038,21,2000.00
2019,4,039,21,2000.00
2019,4,040,21,20000.00
2019,4,1700,21,8000.00
2019,4,1710,21,1000.00
2019,4,1720,21,2000.00
2019,4,1730,21,2000.00
2019,4,1740,21,8000.00
2019,4,1750,21,2000.00
2019,4,1760,21,3000.00
2019,4,1800,21,3000.00
2019,4,1810,21,5000.00
2019,4,1820,21,3000.00
2019,4,4700,21,2000.00
2019,4,4710,21,1000.00
2019,4,4720,21,2000.00
2020,6,1820,3,2000.00
2020,6,4700,3,1000.00
2020,6,4710,3,2000.00
2020,6,4740,3,7000.00
2020,6,4750,3,2000.00
2020,6,4760,3,6000.00
2020,6,4800,3,1000.00
2020,6,4810,3,1000.00
2020,6,4820,3,1000.00
2020,6,5710,3,3000.00
2020,6,5720,3,2000.00
2020,6,5730,3,200.00
2020,6,5740,3,1000.00
2020,6,5750,3,3000.00
2020,6,5760,3,300.00
2020,6,5810,3,1000.00
2020,6,5820,3,1000.00
2020,6,6700,3,1000.00
2020,6,6710,3,200.00
2020,6,6730,3,4000.00
2020,6,6740,3,4000.00
2020,6,6750,3,2000.00
2020,6,6760,3,3000.00
2020,6,6800,3,6000.00
2020,6,6810,3,2000.00
2020,6,6820,3,1000.00
2020,6,7700,3,7000.00
2020,6,7710,3,1000.00
2020,6,7720,3,1000.00
2020,6,7730,3,8000.00
2020,6,7740,3,4000.00
2020,6,7750,3,2000.00
2020,6,7760,3,1000.00
2020,6,7810,3,2000.00
2020,6,7820,3,400.00
2020,6,8710,3,300.00
2020,6,8720,3,4000.00
2020,6,8730,3,1000.00
2020,6,8740,3,3000.00
2020,6,8750,3,200.00
2020,6,8760,3,1000.00
2020,6,8800,3,3000.00
2020,6,8810,3,500.00
2020,6,8820,3,300.00
2020,7,006,3,1000.00
2020,7,007,3,2000.00
2020,7,009,3,4000.00
2020,7,013,3,2000.00
2020,7,014,3,400.00
2020,7,015,3,3000.00
2020,7,017,3,1000.00
2020,7,018,3,1000.00
2020,7,019,3,1000.00
2020,7,020,3,1000.00
2020,7,021,3,1000.00
2020,7,022,3,1000.00
2020,7,023,3,3000.00
2020,7,024,3,1000.00
2020,7,026,3,2000.00
2020,7,028,3,1000.00
2020,7,029,3,1000.00
2020,7,030,3,1000.00
2020,7,032,3,2000.00
2020,7,033,3,1000.00
2020,7,034,3,1000.00
2020,7,035,3,3000.00
2020,7,037,3,2000.00
2020,7,038,3,2000.00
2020,7,039,3,2000.00
2020,7,040,3,20000.00
2020,7,1710,3,100.00
2020,7,1720,3,1000.00
2020,7,1730,3,6000.00
2020,7,1740,3,4000.00
2020,7,1750,3,4000.00
2020,7,1760,3,2000.00
2020,7,1800,3,2000.00
2020,7,1810,3,3000.00
2020,7,1820,3,3000.00
2020,7,4720,3,1000.00
2020,7,4730,3,1000.00
2020,7,4740,3,2000.00
2020,7,4750,3,200.00
2020,7,4760,3,300.00
2020,7,4800,3,3000.00
2020,7,4810,3,2000.00
2020,7,5700,3,1000.00
2020,7,5730,3,7000.00
2020,7,5740,3,5000.00
2020,7,5750,3,6000.00
2020,7,5760,3,1000.00
2020,7,5800,3,6000.00
2020,7,5820,3,4000.00
2020,7,6710,3,200.00
2020,7,6720,3,6000.00
2020,7,6730,3,1000.00
2020,7,6740,3,12000.00
2020,7,6750,3,100.00
2020,7,6760,3,4000.00
2020,7,6800,3,2000.00
2020,7,6810,3,1000.00
2020,7,6820,3,1000.00
2020,7,7710,3,2000.00
2020,7,7720,3,400.00
2020,7,7740,3,5000.00
2020,7,7750,3,2000.00
2020,7,7760,3,7000.00
2020,7,7810,3,1000.00
2020,7,7820,3,3000.00
2020,7,8710,3,3000.00
2020,7,8720,3,9000.00
2020,7,8730,3,1000.00
2020,7,8740,3,7000.00
2020,7,8750,3,6000.00
2020,7,8760,3,300.00
2020,7,8810,3,2000.00
2020,7,8820,3,3000.00
2016,1,009,4,100.00
2016,1,013,4,400.00
2016,1,018,4,100.00
2018,10,7730,1,4000.00
2018,10,7740,1,6000.00
2018,10,7810,1,9000.00
2018,10,7820,1,9000.00
2018,10,8710,1,6000.00
2018,10,8720,1,7000.00
2018,10,8730,1,4000.00
2018,10,8740,1,12000.00
2018,10,8760,1,1000.00
2018,10,8810,1,11000.00
2018,10,8820,1,20000.00
2018,11,1710,1,4000.00
2018,11,1720,1,5000.00
2018,11,1730,1,4000.00
2018,11,1740,1,20000.00
2018,11,1760,1,4000.00
2018,11,1810,1,40000.00
2018,11,1820,1,20000.00
2018,7,7750,32,20000.00
2018,7,7760,32,20000.00
2018,7,7800,32,20000.00
2018,7,7810,32,6000.00
2018,7,7820,32,8000.00
2018,7,8700,32,20000.00
2018,7,8710,32,4000.00
2018,7,8720,32,20000.00
2018,7,8730,32,7000.00
2018,7,8740,32,60000.00
2018,7,8750,32,30000.00
2018,7,8760,32,30000.00
2018,7,8800,32,20000.00
2018,7,8810,32,4000.00
2018,7,8820,32,11000.00
2018,8,006,32,11000.00
2018,8,007,32,20000.00
2018,8,009,32,20000.00
2018,8,013,32,20000.00
2018,8,014,32,20000.00
2018,8,015,32,20000.00
2018,8,017,32,20000.00
2018,8,018,32,20000.00
2018,8,019,32,20000.00
2018,8,020,32,20000.00
2018,8,021,32,20000.00
2018,8,022,32,20000.00
2018,8,023,32,20000.00
2018,8,024,32,20000.00
2018,8,025,32,20000.00
2018,8,026,32,20000.00
2018,8,028,32,20000.00
2018,8,029,32,20000.00
2018,8,030,32,15000.00
2018,8,031,32,20000.00
2018,8,032,32,30000.00
2018,8,033,32,20000.00
2018,8,034,32,20000.00
2018,8,035,32,20000.00
2018,8,036,32,20000.00
2018,8,037,32,20000.00
2018,8,038,32,20000.00
2018,8,039,32,20000.00
2018,8,040,32,90000.00
2018,8,1700,32,50000.00
2018,8,1710,32,7000.00
2018,8,1720,32,20000.00
2018,8,1730,32,20000.00
2018,8,1740,32,70000.00
2018,8,1750,32,30000.00
2018,8,1760,32,30000.00
2018,8,1800,32,30000.00
2018,8,1810,32,30000.00
2018,8,1820,32,20000.00
2018,8,4700,32,20000.00
2018,8,4710,32,2000.00
2018,8,4720,32,13000.00
2018,8,4730,32,20000.00
2018,8,4740,32,40000.00
2018,8,4750,32,20000.00
2018,8,4760,32,20000.00
2018,8,4800,32,30000.00
2018,8,4810,32,12000.00
2018,8,4820,32,11000.00
2018,8,5700,32,15000.00
2018,8,5710,32,6000.00
2018,8,5720,32,20000.00
2018,8,5730,32,20000.00
2018,8,5740,32,40000.00
2018,8,5750,32,20000.00
2018,8,5760,32,20000.00
2018,8,5800,32,30000.00
2018,8,5810,32,1000.00
2018,8,5820,32,13000.00
2018,8,6700,32,20000.00
2018,8,6710,32,8000.00
2018,8,6720,32,20000.00
2018,8,6730,32,14000.00
2018,8,6740,32,50000.00
2018,8,6750,32,20000.00
2018,8,6760,32,30000.00
2018,8,6800,32,30000.00
2018,8,6810,32,7000.00
2018,8,6820,32,7000.00
2018,8,7700,32,13000.00
2018,8,7710,32,10000.00
2018,8,7720,32,20000.00
2018,8,7730,32,8000.00
2019,1,5710,1,4000.00
2019,1,5720,1,5000.00
2019,1,5730,1,4000.00
2019,1,5740,1,10000.00
2019,1,5810,1,10000.00
2019,1,5820,1,8000.00
2019,1,6720,1,5000.00
2019,1,6730,1,6000.00
2019,1,6740,1,11000.00
2019,1,6760,1,4000.00
2019,1,6810,1,20000.00
2019,1,6820,1,5000.00
2019,1,7710,1,2000.00
2019,1,7720,1,5000.00
2019,1,7730,1,4000.00
2019,1,7740,1,6000.00
2019,1,7810,1,11000.00
2019,1,7820,1,9000.00
2019,1,8710,1,8000.00
2019,1,8720,1,8000.00
2019,1,8730,1,6000.00
2019,1,8740,1,14000.00
2019,1,8760,1,2000.00
2019,1,8810,1,12000.00
2019,1,8820,1,20000.00
2019,2,1710,1,4000.00
2019,2,1720,1,5000.00
2019,2,1730,1,4000.00
2019,2,1740,1,20000.00
2019,2,1760,1,3000.00
2019,2,1810,1,30000.00
2019,2,1820,1,20000.00
2019,2,4710,1,5000.00
2019,2,4720,1,6000.00
2019,2,4730,1,2000.00
2019,2,4740,1,11000.00
2019,2,4760,1,3000.00
2019,2,4810,1,20000.00
2019,2,4820,1,8000.00
2019,2,5710,1,4000.00
2019,2,5720,1,5000.00
2019,2,5730,1,3000.00
2019,2,5740,1,9000.00
2019,2,5810,1,8000.00
2019,2,5820,1,9000.00
2019,2,6720,1,4000.00
2019,2,6730,1,4000.00
2019,2,6740,1,10000.00
2019,2,6760,1,4000.00
2019,2,6810,1,20000.00
2019,2,6820,1,5000.00
2019,2,7710,1,2000.00
2019,2,7720,1,5000.00
2019,2,7730,1,4000.00
2019,2,7740,1,5000.00
2019,2,7810,1,11000.00
2019,2,7820,1,9000.00
2019,2,8710,1,7000.00
2019,2,8720,1,7000.00
2019,2,8730,1,5000.00
2019,2,8740,1,14000.00
2019,2,8760,1,2000.00
2019,2,8810,1,11000.00
2019,2,8820,1,20000.00
2019,3,1710,1,4000.00
2019,3,1720,1,5000.00
2019,3,1730,1,4000.00
2019,3,1740,1,20000.00
2019,3,1760,1,5000.00
2019,3,1810,1,40000.00
2019,3,1820,1,20000.00
2019,3,4710,1,6000.00
2019,3,4720,1,6000.00
2019,3,4730,1,2000.00
2019,3,4740,1,12000.00
2019,3,4760,1,3000.00
2019,3,4810,1,20000.00
2019,3,4820,1,10000.00
2019,3,5710,1,4000.00
2019,3,5720,1,4000.00
2019,3,5730,1,4000.00
2019,3,5740,1,9000.00
2019,3,5810,1,9000.00
2019,3,5820,1,10000.00
2019,3,6720,1,5000.00
2019,3,6730,1,6000.00
2019,3,6740,1,11000.00
2019,3,6760,1,3000.00
2019,3,6810,1,20000.00
2019,3,6820,1,7000.00
2019,3,7710,1,2000.00
2019,3,7720,1,3000.00
2019,3,7730,1,4000.00
2019,3,7740,1,6000.00
2019,3,7810,1,12000.00
2019,3,7820,1,11000.00
2019,3,8710,1,7000.00
2019,3,8720,1,6000.00
2019,3,8730,1,5000.00
2019,3,8740,1,20000.00
2019,3,8760,1,2000.00
2019,3,8810,1,14000.00
2019,3,8820,1,20000.00
2019,4,1710,1,4000.00
2019,4,1720,1,5000.00
2019,4,1730,1,4000.00
2019,4,1740,1,20000.00
2019,4,1760,1,3000.00
2019,4,1810,1,30000.00
2019,4,1820,1,20000.00
2019,4,4710,1,5000.00
2019,4,4720,1,6000.00
2019,4,4730,1,2000.00
2019,4,4740,1,11000.00
2019,4,4760,1,3000.00
2019,4,4810,1,20000.00
2019,4,4820,1,9000.00
2019,4,5710,1,4000.00
2019,4,5720,1,5000.00
2019,4,5730,1,4000.00
2019,4,5740,1,8000.00
2019,4,5810,1,8000.00
2019,4,5820,1,10000.00
2019,4,6720,1,4000.00
2019,4,6730,1,5000.00
2019,4,6740,1,11000.00
2019,4,6760,1,3000.00
2019,4,6810,1,20000.00
2019,4,6820,1,6000.00
2019,4,7710,1,2000.00
2019,4,7720,1,5000.00
2019,4,7730,1,4000.00
2019,4,7740,1,4000.00
2019,4,7810,1,10000.00
2019,4,7820,1,9000.00
2019,4,8710,1,5000.00
2019,4,8720,1,6000.00
2019,4,8730,1,6000.00
2019,4,8740,1,15000.00
2019,4,8760,1,3000.00
2019,4,8810,1,13000.00
2019,4,8820,1,20000.00
2019,5,1710,1,4000.00
2019,5,1720,1,5000.00
2019,5,1730,1,5000.00
2019,5,1740,1,20000.00
2019,5,1760,1,4000.00
2019,5,1810,1,40000.00
2019,5,1820,1,20000.00
2019,5,4710,1,6000.00
2019,5,4720,1,7000.00
2019,5,4730,1,1000.00
2019,5,4740,1,14000.00
2019,5,4760,1,4000.00
2019,5,4810,1,20000.00
2019,5,4820,1,11000.00
2019,5,5710,1,4000.00
2019,5,5720,1,6000.00
2019,5,5730,1,3000.00
2019,5,5740,1,10000.00
2019,5,5810,1,10000.00
2019,5,5820,1,11000.00
2019,5,6720,1,5000.00
2019,5,6730,1,6000.00
2019,5,6740,1,12000.00
2019,5,6760,1,4000.00
2019,5,6810,1,20000.00
2019,5,6820,1,8000.00
2019,5,7710,1,2000.00
2019,5,7720,1,5000.00
2019,5,7730,1,5000.00
2019,5,7740,1,6000.00
2019,5,7810,1,11000.00
2019,5,7820,1,10000.00
2019,5,8710,1,9000.00
2019,5,8720,1,8000.00
