EMPLOYEE_SURVEY_DATE,ORGANIZATION_CODE,POSITION_CODE,SATISFACTION_CODE,EMPLOYEE_TOPIC_CODE,EMPLOYEE_TOPIC_SCORE
2018-05-16 00:00:00.0,035,5400,3,52,0.721
2018-05-16 00:00:00.0,035,5400,3,53,0.724
2018-05-16 00:00:00.0,035,5400,3,54,0.667
2018-05-16 00:00:00.0,035,5500,3,50,0.751
2018-05-16 00:00:00.0,035,5500,3,51,0.725
2018-05-16 00:00:00.0,035,5500,3,52,0.753
2018-05-16 00:00:00.0,035,5500,3,53,0.758
2018-05-16 00:00:00.0,035,5500,3,54,0.768
2018-05-16 00:00:00.0,035,5600,3,50,0.749
2018-05-16 00:00:00.0,035,5600,4,51,0.816
2018-05-16 00:00:00.0,035,5600,4,52,0.816
2018-05-16 00:00:00.0,035,5600,3,53,0.663
2020-05-15 00:00:00.0,8720,4400,3,51,0.776
2020-05-15 00:00:00.0,8720,4400,4,52,0.819
2020-05-15 00:00:00.0,8720,4400,3,53,0.774
2020-05-15 00:00:00.0,8720,4400,4,54,0.882
2020-05-15 00:00:00.0,8730,3800,4,50,0.812
2020-05-15 00:00:00.0,8730,3800,4,51,0.895
2020-05-15 00:00:00.0,8730,3800,4,52,0.882
2020-05-15 00:00:00.0,8730,3800,4,53,0.908
2020-05-15 00:00:00.0,8730,3800,2,54,0.562
2020-05-15 00:00:00.0,8730,3900,3,50,0.765
2020-05-15 00:00:00.0,8730,3900,4,51,0.904
2017-05-17 00:00:00.0,025,5600,3,53,0.748
2017-05-17 00:00:00.0,025,5600,4,54,0.826
2017-05-17 00:00:00.0,025,5700,3,50,0.74
2017-05-17 00:00:00.0,025,5700,3,51,0.774
2017-05-17 00:00:00.0,025,5700,4,52,0.854
2017-05-17 00:00:00.0,025,5700,3,53,0.697
2017-05-17 00:00:00.0,025,5700,2,54,0.635
2017-05-17 00:00:00.0,026,5400,3,50,0.704
2017-05-17 00:00:00.0,026,5400,2,51,0.642
2017-05-17 00:00:00.0,026,5400,4,52,0.818
2017-05-17 00:00:00.0,026,5400,2,53,0.611
2017-05-17 00:00:00.0,026,5400,3,54,0.744
2017-05-17 00:00:00.0,026,5500,3,50,0.765
2017-05-17 00:00:00.0,026,5500,3,51,0.748
2017-05-17 00:00:00.0,026,5500,4,52,0.845
2017-05-17 00:00:00.0,026,5500,3,53,0.678
2017-05-17 00:00:00.0,026,5500,3,54,0.79
2017-05-17 00:00:00.0,026,5700,3,50,0.738
2017-05-17 00:00:00.0,026,5700,4,51,0.832
2017-05-17 00:00:00.0,026,5700,3,52,0.708
2017-05-17 00:00:00.0,026,5700,3,53,0.693
2017-05-17 00:00:00.0,026,5700,3,54,0.717
2017-05-17 00:00:00.0,029,5400,3,50,0.712
2017-05-17 00:00:00.0,029,5400,3,51,0.754
2017-05-17 00:00:00.0,029,5400,3,52,0.678
2017-05-17 00:00:00.0,029,5400,3,53,0.726
2017-05-17 00:00:00.0,029,5400,3,54,0.69
2017-05-17 00:00:00.0,029,5500,3,50,0.751
2017-05-17 00:00:00.0,029,5500,4,51,0.815
2017-05-17 00:00:00.0,029,5500,3,52,0.689
2017-05-17 00:00:00.0,029,5500,3,53,0.739
2017-05-17 00:00:00.0,029,5500,3,54,0.759
2017-05-17 00:00:00.0,029,5600,3,50,0.742
2017-05-17 00:00:00.0,029,5600,3,51,0.653
2017-05-17 00:00:00.0,029,5600,4,52,0.81
2017-05-17 00:00:00.0,029,5600,3,53,0.703
2017-05-17 00:00:00.0,029,5600,3,54,0.8
2017-05-17 00:00:00.0,029,5700,3,50,0.754
2017-05-17 00:00:00.0,029,5700,3,51,0.702
2017-05-17 00:00:00.0,029,5700,3,52,0.794
2017-05-17 00:00:00.0,029,5700,3,53,0.705
2017-05-17 00:00:00.0,029,5700,4,54,0.813
2017-05-17 00:00:00.0,030,5400,3,50,0.681
2017-05-17 00:00:00.0,030,5400,3,51,0.721
2017-05-17 00:00:00.0,030,5400,2,52,0.616
2017-05-17 00:00:00.0,030,5400,2,53,0.517
2017-05-17 00:00:00.0,030,5400,4,54,0.87
2017-05-17 00:00:00.0,030,5500,3,50,0.707
2017-05-17 00:00:00.0,030,5500,3,51,0.674
2017-05-17 00:00:00.0,030,5500,3,52,0.783
2017-05-17 00:00:00.0,030,5500,2,53,0.563
2017-05-17 00:00:00.0,030,5500,3,54,0.807
2017-05-17 00:00:00.0,030,5600,3,50,0.761
2017-05-17 00:00:00.0,030,5600,3,51,0.674
2017-05-17 00:00:00.0,030,5600,4,52,0.845
2017-05-17 00:00:00.0,030,5600,3,53,0.681
2019-05-15 00:00:00.0,022,5400,2,54,0.529
2019-05-15 00:00:00.0,022,5500,3,50,0.66
2019-05-15 00:00:00.0,022,5500,3,51,0.707
2019-05-15 00:00:00.0,022,5500,3,52,0.766
2019-05-15 00:00:00.0,022,5500,2,53,0.61
2019-05-15 00:00:00.0,022,5500,2,54,0.557
2019-05-15 00:00:00.0,022,5700,2,50,0.597
2019-05-15 00:00:00.0,022,5700,3,51,0.66
2019-05-15 00:00:00.0,022,5700,2,52,0.585
2019-05-15 00:00:00.0,022,5700,2,53,0.55
2019-05-15 00:00:00.0,022,5700,2,54,0.593
2019-05-15 00:00:00.0,023,5400,3,50,0.735
2019-05-15 00:00:00.0,023,5400,3,51,0.769
2019-05-15 00:00:00.0,023,5400,3,52,0.741
2019-05-15 00:00:00.0,023,5400,3,53,0.709
2019-05-15 00:00:00.0,023,5400,3,54,0.721
2019-05-15 00:00:00.0,023,5500,3,50,0.729
2019-05-15 00:00:00.0,023,5500,3,51,0.787
2019-05-15 00:00:00.0,023,5500,3,52,0.65
2019-05-15 00:00:00.0,023,5500,4,53,0.879
2019-05-15 00:00:00.0,023,5500,2,54,0.601
2019-05-15 00:00:00.0,023,5600,3,50,0.688
2019-05-15 00:00:00.0,023,5600,2,51,0.641
2019-05-15 00:00:00.0,023,5600,4,52,0.833
2019-05-15 00:00:00.0,023,5600,3,53,0.79
2019-05-15 00:00:00.0,023,5600,1,54,0.489
2019-05-15 00:00:00.0,023,5700,3,50,0.742
2019-05-15 00:00:00.0,023,5700,3,51,0.696
2019-05-15 00:00:00.0,023,5700,4,52,0.851
2019-05-15 00:00:00.0,023,5700,3,53,0.7
2019-05-15 00:00:00.0,038,5600,3,54,0.729
2019-05-15 00:00:00.0,038,5700,3,50,0.771
2019-05-15 00:00:00.0,038,5700,4,51,0.879
2019-05-15 00:00:00.0,038,5700,4,52,0.842
2019-05-15 00:00:00.0,038,5700,2,53,0.616
2019-05-15 00:00:00.0,038,5700,3,54,0.748
2019-05-15 00:00:00.0,039,5400,3,50,0.698
2019-05-15 00:00:00.0,039,5400,3,51,0.792
2019-05-15 00:00:00.0,039,5400,3,52,0.705
2019-05-15 00:00:00.0,039,5400,2,53,0.554
2019-05-15 00:00:00.0,039,5400,3,54,0.741
2019-05-15 00:00:00.0,039,5500,3,50,0.796
2019-05-15 00:00:00.0,039,5500,3,51,0.769
2019-05-15 00:00:00.0,039,5500,4,52,0.869
2019-05-15 00:00:00.0,039,5500,4,53,0.824
2019-05-15 00:00:00.0,039,5500,3,54,0.721
2019-05-15 00:00:00.0,039,5600,3,50,0.762
2020-05-15 00:00:00.0,7760,3300,3,50,0.773
2020-05-15 00:00:00.0,7760,3300,3,51,0.782
2020-05-15 00:00:00.0,7760,3300,3,52,0.717
2020-05-15 00:00:00.0,7760,3300,3,53,0.806
2020-05-15 00:00:00.0,7760,3300,3,54,0.787
2018-05-16 00:00:00.0,5700,4500,3,52,0.785
2018-05-16 00:00:00.0,5700,4500,3,53,0.777
2018-05-16 00:00:00.0,5700,4500,3,54,0.744
2018-05-16 00:00:00.0,5710,3500,3,50,0.729
2018-05-16 00:00:00.0,5710,3500,3,51,0.693
2018-05-16 00:00:00.0,5710,3500,4,52,0.878
2018-05-16 00:00:00.0,5710,3500,3,53,0.702
2018-05-16 00:00:00.0,5710,3500,2,54,0.642
2018-05-16 00:00:00.0,5710,3600,3,50,0.752
2018-05-16 00:00:00.0,5710,3600,3,51,0.665
2018-05-16 00:00:00.0,5710,3600,4,52,0.832
2018-05-16 00:00:00.0,5710,3600,3,53,0.746
2018-05-16 00:00:00.0,5710,3600,3,54,0.764
2018-05-16 00:00:00.0,5710,3700,3,50,0.72
2018-05-16 00:00:00.0,5710,3700,3,51,0.698
2018-05-16 00:00:00.0,5710,3700,3,52,0.809
2018-05-16 00:00:00.0,5710,3700,3,53,0.781
2018-05-16 00:00:00.0,5710,3700,2,54,0.59
2018-05-16 00:00:00.0,5720,4300,3,50,0.738
2018-05-16 00:00:00.0,5720,4300,3,51,0.799
2018-05-16 00:00:00.0,5720,4300,3,52,0.758
2018-05-16 00:00:00.0,5720,4300,3,53,0.733
2018-05-16 00:00:00.0,5720,4300,3,54,0.663
2018-05-16 00:00:00.0,5720,4400,3,50,0.725
2018-05-16 00:00:00.0,5720,4400,3,51,0.707
2018-05-16 00:00:00.0,5720,4400,4,52,0.818
2018-05-16 00:00:00.0,5720,4400,3,53,0.711
2018-05-16 00:00:00.0,5720,4400,3,54,0.663
2018-05-16 00:00:00.0,5730,3800,3,50,0.759
2018-05-16 00:00:00.0,5730,3800,3,51,0.804
2018-05-16 00:00:00.0,5730,3800,4,52,0.887
2018-05-16 00:00:00.0,5730,3800,3,53,0.729
2020-05-15 00:00:00.0,1820,4900,3,51,0.675
2020-05-15 00:00:00.0,1820,4900,3,52,0.765
2020-05-15 00:00:00.0,1820,4900,2,53,0.643
2020-05-15 00:00:00.0,1820,4900,3,54,0.677
2020-05-15 00:00:00.0,1820,5000,2,50,0.639
2020-05-15 00:00:00.0,1820,5000,2,51,0.577
2018-05-16 00:00:00.0,1760,3300,2,52,0.644
2018-05-16 00:00:00.0,1760,3300,3,53,0.707
2018-05-16 00:00:00.0,1760,3300,3,54,0.659
2017-05-17 00:00:00.0,6760,3300,2,52,0.633
2017-05-17 00:00:00.0,6760,3300,3,53,0.752
2017-05-17 00:00:00.0,6760,3300,3,54,0.783
2017-05-17 00:00:00.0,6760,3400,3,50,0.664
2017-05-17 00:00:00.0,6760,3400,3,51,0.766
2017-05-17 00:00:00.0,6760,3400,1,52,0.381
2017-05-17 00:00:00.0,6760,3400,3,53,0.766
2017-05-17 00:00:00.0,6760,3400,3,54,0.744
2017-05-17 00:00:00.0,6800,5200,3,50,0.665
2017-05-17 00:00:00.0,6800,5200,2,51,0.59
2017-05-17 00:00:00.0,6800,5200,2,52,0.625
2017-05-17 00:00:00.0,6800,5200,3,53,0.666
2017-05-17 00:00:00.0,6800,5200,3,54,0.78
2017-05-17 00:00:00.0,6800,5300,3,50,0.725
2017-05-17 00:00:00.0,6800,5300,3,51,0.713
2017-05-17 00:00:00.0,6800,5300,2,52,0.616
2017-05-17 00:00:00.0,6800,5300,3,53,0.774
2017-05-17 00:00:00.0,6800,5300,3,54,0.798
2017-05-17 00:00:00.0,6810,4600,3,50,0.726
2017-05-17 00:00:00.0,6810,4600,3,51,0.73
2017-05-17 00:00:00.0,6810,4600,3,52,0.689
2017-05-17 00:00:00.0,6810,4600,3,53,0.766
2017-05-17 00:00:00.0,6810,4600,3,54,0.717
2017-05-17 00:00:00.0,6810,4700,3,50,0.775
2017-05-17 00:00:00.0,6810,4700,4,51,0.845
2017-05-17 00:00:00.0,6810,4700,3,52,0.665
2017-05-17 00:00:00.0,6810,4700,3,53,0.801
2017-05-17 00:00:00.0,6810,4700,3,54,0.79
2017-05-17 00:00:00.0,6810,4800,3,50,0.724
2017-05-17 00:00:00.0,6810,4800,3,51,0.735
2017-05-17 00:00:00.0,6810,4800,3,52,0.693
2017-05-17 00:00:00.0,6810,4800,3,53,0.675
2017-05-17 00:00:00.0,6810,4800,3,54,0.794
2017-05-17 00:00:00.0,6810,5800,3,50,0.704
2017-05-17 00:00:00.0,6810,5800,2,51,0.634
2017-05-17 00:00:00.0,6810,5800,3,52,0.792
2017-05-17 00:00:00.0,6810,5800,2,53,0.546
2017-05-17 00:00:00.0,6810,5800,4,54,0.844
2017-05-17 00:00:00.0,6820,4900,2,50,0.605
2017-05-17 00:00:00.0,6820,4900,2,51,0.584
2017-05-17 00:00:00.0,6820,4900,3,52,0.657
2017-05-17 00:00:00.0,6820,4900,2,53,0.628
2017-05-17 00:00:00.0,6820,4900,2,54,0.549
2017-05-17 00:00:00.0,6820,5000,2,50,0.589
2017-05-17 00:00:00.0,6820,5000,2,51,0.596
2017-05-17 00:00:00.0,6820,5000,3,52,0.674
2017-05-17 00:00:00.0,6820,5000,2,53,0.579
2017-05-17 00:00:00.0,6820,5000,1,54,0.505
2017-05-17 00:00:00.0,6820,5100,2,50,0.634
2017-05-17 00:00:00.0,6820,5100,2,51,0.635
2017-05-17 00:00:00.0,6820,5100,2,52,0.628
2017-05-17 00:00:00.0,6820,5100,2,53,0.626
2017-05-17 00:00:00.0,6820,5100,2,54,0.646
2017-05-17 00:00:00.0,7710,3500,3,50,0.699
2017-05-17 00:00:00.0,7710,3500,3,51,0.669
2017-05-17 00:00:00.0,7710,3500,3,52,0.651
2017-05-17 00:00:00.0,7710,3500,3,53,0.704
2017-05-17 00:00:00.0,7710,3500,3,54,0.771
2017-05-17 00:00:00.0,7710,3600,3,50,0.794
2017-05-17 00:00:00.0,7710,3600,4,51,0.81
2017-05-17 00:00:00.0,7710,3600,3,52,0.766
2017-05-17 00:00:00.0,7710,3600,3,53,0.757
2017-05-17 00:00:00.0,7710,3600,4,54,0.844
2017-05-17 00:00:00.0,7710,3700,3,50,0.756
2017-05-17 00:00:00.0,7710,3700,3,51,0.783
2017-05-17 00:00:00.0,7710,3700,3,52,0.695
2017-05-17 00:00:00.0,7710,3700,3,53,0.73
2017-05-17 00:00:00.0,7710,3700,4,54,0.817
2019-05-15 00:00:00.0,034,5500,4,53,0.842
2019-05-15 00:00:00.0,034,5500,2,54,0.625
2019-05-15 00:00:00.0,034,5600,3,50,0.692
2019-05-15 00:00:00.0,034,5600,3,51,0.726
2019-05-15 00:00:00.0,034,5600,3,52,0.741
2019-05-15 00:00:00.0,034,5600,3,53,0.679
2019-05-15 00:00:00.0,034,5600,2,54,0.623
2019-05-15 00:00:00.0,034,5700,3,50,0.748
2019-05-15 00:00:00.0,034,5700,2,51,0.641
2019-05-15 00:00:00.0,034,5700,4,52,0.819
2019-05-15 00:00:00.0,034,5700,3,53,0.782
2019-05-15 00:00:00.0,034,5700,3,54,0.749
2019-05-15 00:00:00.0,035,5400,2,50,0.64
2019-05-15 00:00:00.0,035,5400,3,51,0.778
2019-05-15 00:00:00.0,035,5400,3,52,0.659
2019-05-15 00:00:00.0,035,5400,2,53,0.57
2019-05-15 00:00:00.0,035,5400,2,54,0.553
2019-05-15 00:00:00.0,035,5500,3,50,0.769
2019-05-15 00:00:00.0,035,5500,4,51,0.851
2019-05-15 00:00:00.0,035,5500,3,52,0.769
2019-05-15 00:00:00.0,035,5500,3,53,0.782
2019-05-15 00:00:00.0,035,5500,3,54,0.674
2019-05-15 00:00:00.0,035,5600,3,50,0.713
2019-05-15 00:00:00.0,035,5600,3,51,0.709
2019-05-15 00:00:00.0,035,5600,3,52,0.796
2019-05-15 00:00:00.0,035,5600,3,53,0.7
2019-05-15 00:00:00.0,035,5600,2,54,0.645
2019-05-15 00:00:00.0,035,5700,3,50,0.693
2019-05-15 00:00:00.0,035,5700,3,51,0.741
2019-05-15 00:00:00.0,035,5700,3,52,0.714
2019-05-15 00:00:00.0,035,5700,3,53,0.676
2019-05-15 00:00:00.0,035,5700,2,54,0.641
2019-05-15 00:00:00.0,036,5400,3,50,0.759
2019-05-15 00:00:00.0,036,5400,4,51,0.879
2019-05-15 00:00:00.0,036,5400,3,52,0.741
2019-05-15 00:00:00.0,036,5400,3,53,0.782
2019-05-15 00:00:00.0,036,5400,2,54,0.633
2019-05-15 00:00:00.0,036,5500,3,50,0.776
2019-05-15 00:00:00.0,036,5500,2,51,0.631
2019-05-15 00:00:00.0,036,5500,4,52,0.851
2019-05-15 00:00:00.0,036,5500,4,53,0.869
2019-05-15 00:00:00.0,036,5500,3,54,0.753
2019-05-15 00:00:00.0,036,5600,3,50,0.718
2019-05-15 00:00:00.0,036,5600,3,51,0.723
2019-05-15 00:00:00.0,036,5600,3,52,0.75
2019-05-15 00:00:00.0,036,5600,3,53,0.684
2019-05-15 00:00:00.0,036,5600,3,54,0.713
2019-05-15 00:00:00.0,036,5700,3,50,0.693
2019-05-15 00:00:00.0,036,5700,3,51,0.686
2019-05-15 00:00:00.0,036,5700,4,52,0.842
2019-05-15 00:00:00.0,036,5700,3,53,0.692
2019-05-15 00:00:00.0,036,5700,2,54,0.553
2019-05-15 00:00:00.0,037,5400,3,50,0.708
2019-05-15 00:00:00.0,037,5400,3,51,0.659
2019-05-15 00:00:00.0,037,5400,4,52,0.888
2019-05-15 00:00:00.0,037,5400,2,53,0.595
2019-05-15 00:00:00.0,037,5400,3,54,0.69
2019-05-15 00:00:00.0,037,5500,3,50,0.725
2019-05-15 00:00:00.0,037,5500,4,51,0.818
2019-05-15 00:00:00.0,037,5500,3,52,0.705
2019-05-15 00:00:00.0,037,5500,3,53,0.696
2019-05-15 00:00:00.0,037,5500,3,54,0.682
2019-05-15 00:00:00.0,037,5600,3,50,0.684
2019-05-15 00:00:00.0,037,5600,2,51,0.618
2019-05-15 00:00:00.0,037,5600,3,52,0.677
2019-05-15 00:00:00.0,037,5600,3,53,0.7
2017-05-17 00:00:00.0,4740,2000,3,50,0.767
2017-05-17 00:00:00.0,4740,2000,3,51,0.774
2017-05-17 00:00:00.0,4740,2000,3,52,0.757
2017-05-17 00:00:00.0,4740,2000,3,53,0.748
2017-05-17 00:00:00.0,4740,2000,3,54,0.79
2017-05-17 00:00:00.0,4740,2100,3,50,0.752
2017-05-17 00:00:00.0,4740,2100,2,51,0.581
2017-05-17 00:00:00.0,4740,2100,4,52,0.845
2017-05-17 00:00:00.0,4740,2100,3,53,0.739
2017-05-17 00:00:00.0,4740,2100,4,54,0.844
2017-05-17 00:00:00.0,4740,2200,3,50,0.702
2017-05-17 00:00:00.0,4740,2200,3,51,0.783
2017-05-17 00:00:00.0,4740,2200,3,52,0.66
2017-05-17 00:00:00.0,4740,2200,3,53,0.666
2017-05-17 00:00:00.0,4740,2200,3,54,0.698
2017-05-17 00:00:00.0,4740,2300,3,50,0.712
2017-05-17 00:00:00.0,4740,2300,3,51,0.686
2017-05-17 00:00:00.0,4740,2300,4,52,0.836
2017-05-17 00:00:00.0,4740,2300,3,53,0.736
2017-05-17 00:00:00.0,4740,2300,2,54,0.589
2017-05-17 00:00:00.0,4740,2500,3,50,0.737
2017-05-17 00:00:00.0,4740,2500,3,51,0.744
2017-05-17 00:00:00.0,4740,2500,3,52,0.739
2020-05-15 00:00:00.0,5820,5000,3,52,0.656
2020-05-15 00:00:00.0,5820,5000,1,53,0.501
2020-05-15 00:00:00.0,5820,5000,2,54,0.586
2020-05-15 00:00:00.0,5820,5100,3,50,0.668
2020-05-15 00:00:00.0,5820,5100,3,51,0.764
2020-05-15 00:00:00.0,5820,5100,2,52,0.622
2020-05-15 00:00:00.0,5820,5100,2,53,0.643
2020-05-15 00:00:00.0,5820,5100,2,54,0.643
2020-05-15 00:00:00.0,6700,4500,4,50,0.85
2020-05-15 00:00:00.0,6700,4500,4,51,0.829
2020-05-15 00:00:00.0,6700,4500,5,52,0.911
2020-05-15 00:00:00.0,6700,4500,4,53,0.851
2020-05-15 00:00:00.0,6700,4500,3,54,0.807
2020-05-15 00:00:00.0,6710,3500,4,50,0.834
2020-05-15 00:00:00.0,6710,3500,4,51,0.857
2020-05-15 00:00:00.0,6710,3500,4,52,0.858
2020-05-15 00:00:00.0,6710,3500,4,53,0.889
2020-05-15 00:00:00.0,6710,3500,3,54,0.73
2020-05-15 00:00:00.0,6710,3600,4,50,0.827
2020-05-15 00:00:00.0,6710,3600,3,51,0.8
2020-05-15 00:00:00.0,6710,3600,4,52,0.856
2020-05-15 00:00:00.0,6710,3600,4,53,0.889
2020-05-15 00:00:00.0,6710,3600,3,54,0.761
2020-05-15 00:00:00.0,6710,3700,3,50,0.752
2020-05-15 00:00:00.0,6710,3700,4,51,0.833
2020-05-15 00:00:00.0,6710,3700,3,52,0.708
2020-05-15 00:00:00.0,6710,3700,3,53,0.784
2020-05-15 00:00:00.0,6710,3700,3,54,0.682
2020-05-15 00:00:00.0,6720,4300,4,50,0.827
2020-05-15 00:00:00.0,6720,4300,4,51,0.909
2020-05-15 00:00:00.0,6720,4300,4,52,0.814
2020-05-15 00:00:00.0,6720,4300,4,53,0.889
2020-05-15 00:00:00.0,6720,4300,3,54,0.698
2020-05-15 00:00:00.0,6720,4400,4,50,0.862
2020-05-15 00:00:00.0,6720,4400,5,51,0.936
2020-05-15 00:00:00.0,6720,4400,4,52,0.907
2020-05-15 00:00:00.0,6720,4400,3,53,0.736
2020-05-15 00:00:00.0,6720,4400,4,54,0.87
2020-05-15 00:00:00.0,6730,3800,4,50,0.828
2020-05-15 00:00:00.0,6730,3800,4,51,0.838
2020-05-15 00:00:00.0,6730,3800,4,52,0.824
2020-05-15 00:00:00.0,6730,3800,4,53,0.899
2020-05-15 00:00:00.0,6730,3800,3,54,0.75
2020-05-15 00:00:00.0,6730,3900,4,50,0.849
2020-05-15 00:00:00.0,6730,3900,4,51,0.847
2020-05-15 00:00:00.0,6730,3900,4,52,0.892
2020-05-15 00:00:00.0,6730,3900,4,53,0.899
2020-05-15 00:00:00.0,6730,3900,3,54,0.758
2020-05-15 00:00:00.0,6730,4000,3,50,0.774
2020-05-15 00:00:00.0,6730,4000,3,51,0.796
2020-05-15 00:00:00.0,6730,4000,3,52,0.797
2020-05-15 00:00:00.0,6730,4000,3,53,0.805
2020-05-15 00:00:00.0,6730,4000,3,54,0.697
2020-05-15 00:00:00.0,6740,1900,4,50,0.824
2020-05-15 00:00:00.0,6740,1900,4,51,0.81
2020-05-15 00:00:00.0,6740,1900,5,52,0.921
2020-05-15 00:00:00.0,6740,1900,3,53,0.791
2020-05-15 00:00:00.0,6740,1900,3,54,0.772
2020-05-15 00:00:00.0,6740,2000,4,50,0.819
2020-05-15 00:00:00.0,6740,2000,4,51,0.852
2020-05-15 00:00:00.0,6740,2000,5,52,0.911
2020-05-15 00:00:00.0,6740,2000,3,53,0.765
2020-05-15 00:00:00.0,6740,2000,3,54,0.747
2017-05-17 00:00:00.0,1740,2200,3,54,0.803
2017-05-17 00:00:00.0,1740,2300,3,50,0.758
2017-05-17 00:00:00.0,1740,2300,4,51,0.818
2017-05-17 00:00:00.0,1740,2300,4,52,0.854
2017-05-17 00:00:00.0,1740,2300,3,53,0.697
2017-05-17 00:00:00.0,1740,2300,3,54,0.662
2017-05-17 00:00:00.0,1740,2400,3,50,0.714
2017-05-17 00:00:00.0,1740,2400,3,51,0.678
2018-05-16 00:00:00.0,039,5500,3,50,0.768
2018-05-16 00:00:00.0,039,5500,3,51,0.73
2018-05-16 00:00:00.0,039,5500,4,52,0.869
2018-05-16 00:00:00.0,039,5500,4,53,0.832
2018-05-16 00:00:00.0,039,5500,2,54,0.642
2018-05-16 00:00:00.0,039,5600,3,50,0.773
2018-05-16 00:00:00.0,039,5600,4,51,0.841
2018-05-16 00:00:00.0,039,5600,4,52,0.869
2018-05-16 00:00:00.0,039,5600,3,53,0.798
2018-05-16 00:00:00.0,039,5600,2,54,0.585
2018-05-16 00:00:00.0,039,5700,3,50,0.763
2018-05-16 00:00:00.0,039,5700,3,51,0.693
2018-05-16 00:00:00.0,039,5700,4,52,0.896
2018-05-16 00:00:00.0,039,5700,3,53,0.724
2018-05-16 00:00:00.0,039,5700,3,54,0.74
2018-05-16 00:00:00.0,040,5400,3,50,0.751
2018-05-16 00:00:00.0,040,5400,3,51,0.776
2018-05-16 00:00:00.0,040,5400,4,52,0.822
2018-05-16 00:00:00.0,040,5400,3,53,0.703
2018-05-16 00:00:00.0,040,5400,3,54,0.703
2018-05-16 00:00:00.0,040,5500,3,50,0.754
2018-05-16 00:00:00.0,040,5500,3,51,0.794
2018-05-16 00:00:00.0,040,5500,3,52,0.789
2018-05-16 00:00:00.0,040,5500,3,53,0.76
2018-05-16 00:00:00.0,040,5500,3,54,0.671
2018-05-16 00:00:00.0,040,5600,3,50,0.744
2018-05-16 00:00:00.0,040,5600,3,51,0.793
2018-05-16 00:00:00.0,040,5600,3,52,0.786
2018-05-16 00:00:00.0,040,5600,3,53,0.699
2018-05-16 00:00:00.0,040,5600,3,54,0.699
2018-05-16 00:00:00.0,040,5700,3,50,0.741
2018-05-16 00:00:00.0,040,5700,3,51,0.782
2018-05-16 00:00:00.0,040,5700,3,52,0.789
2018-05-16 00:00:00.0,040,5700,3,53,0.712
2018-05-16 00:00:00.0,040,5700,3,54,0.68
2018-05-16 00:00:00.0,1700,4500,3,50,0.73
2018-05-16 00:00:00.0,1700,4500,3,51,0.675
2018-05-16 00:00:00.0,1700,4500,3,52,0.785
2018-05-16 00:00:00.0,1700,4500,3,53,0.721
2018-05-16 00:00:00.0,1700,4500,3,54,0.74
2018-05-16 00:00:00.0,1710,3500,3,50,0.791
2018-05-16 00:00:00.0,1710,3500,3,51,0.666
2018-05-16 00:00:00.0,1710,3500,4,52,0.896
2018-05-16 00:00:00.0,1710,3500,4,53,0.878
2018-05-16 00:00:00.0,1710,3500,3,54,0.724
2018-05-16 00:00:00.0,1710,3600,2,50,0.648
2018-05-16 00:00:00.0,1710,3600,2,51,0.551
2018-05-16 00:00:00.0,1710,3600,3,52,0.721
2018-05-16 00:00:00.0,1710,3600,2,53,0.628
2018-05-16 00:00:00.0,1710,3600,3,54,0.691
2018-05-16 00:00:00.0,1710,3700,3,50,0.763
2018-05-16 00:00:00.0,1710,3700,3,51,0.691
2018-05-16 00:00:00.0,1710,3700,3,52,0.73
2018-05-16 00:00:00.0,1710,3700,4,53,0.887
2018-05-16 00:00:00.0,1710,3700,3,54,0.745
2018-05-16 00:00:00.0,1720,4300,3,50,0.746
2018-05-16 00:00:00.0,1720,4300,3,51,0.677
2018-05-16 00:00:00.0,1720,4300,4,52,0.869
2018-05-16 00:00:00.0,1720,4300,3,53,0.724
2018-05-16 00:00:00.0,1720,4300,3,54,0.713
2018-05-16 00:00:00.0,1720,4400,3,50,0.694
2018-05-16 00:00:00.0,1720,4400,2,51,0.648
2018-05-16 00:00:00.0,1720,4400,3,52,0.663
2018-05-16 00:00:00.0,1720,4400,4,53,0.817
2018-05-16 00:00:00.0,1720,4400,2,54,0.646
2018-05-16 00:00:00.0,1730,3800,3,50,0.75
2018-05-16 00:00:00.0,1730,3800,4,51,0.822
2018-05-16 00:00:00.0,1730,3800,3,52,0.804
2018-05-16 00:00:00.0,1730,3800,3,53,0.73
2018-05-16 00:00:00.0,1730,3800,2,54,0.644
2018-05-16 00:00:00.0,1730,3900,3,50,0.754
2019-05-15 00:00:00.0,030,5700,3,52,0.778
2019-05-15 00:00:00.0,030,5700,3,53,0.664
2019-05-15 00:00:00.0,030,5700,3,54,0.769
2019-05-15 00:00:00.0,031,5400,3,50,0.663
2019-05-15 00:00:00.0,031,5400,3,51,0.723
2019-05-15 00:00:00.0,031,5400,3,52,0.778
2019-05-15 00:00:00.0,031,5400,2,53,0.534
2019-05-15 00:00:00.0,031,5400,2,54,0.617
2019-05-15 00:00:00.0,031,5500,3,50,0.744
2019-05-15 00:00:00.0,031,5500,3,51,0.775
2019-05-15 00:00:00.0,031,5500,4,52,0.833
2019-05-15 00:00:00.0,031,5500,3,53,0.733
2019-05-15 00:00:00.0,031,5500,2,54,0.636
2019-05-15 00:00:00.0,031,5600,3,50,0.743
2019-05-15 00:00:00.0,031,5600,3,51,0.787
2019-05-15 00:00:00.0,031,5600,4,52,0.888
